player,pos,comb,cov,turn,rush,trk_ga,real_ga,ga60,xga60,toi_min,tier
Anthony Beauvillier #72,F,0.02,0.016,0.004,0.0,35,54,2.89,3.03,1122,T1
Eetu Luostarinen #27,F,0.021,0.017,0.004,0.0,38,60,3.79,2.45,950,T3
Kirill Marchenko #86,F,0.021,0.02,0.001,0.0,28,50,2.69,2.74,1115,T2
Ryan Donato #8,F,0.021,0.018,0.002,0.002,39,50,2.84,2.85,1054,T2
Nicolas Roy #55,F,0.021,0.016,0.006,0.0,27,59,3.47,2.67,1021,T2
Logan Stankoven #22,F,0.022,0.02,0.002,0.0,32,57,2.65,2.52,1290,T1
Nick Blankenburg #37,F,0.023,0.004,0.018,0.0,25,52,3.58,2.54,871,T4
Cole Perfetti #91,F,0.023,0.02,0.003,0.0,28,40,2.79,2.3,861,T4
Adrian Kempe #19,F,0.023,0.019,0.004,0.0,28,65,3.23,2.65,1208,T1
Barrett Hayton #27,F,0.023,0.008,0.013,0.002,27,37,2.63,2.27,845,T4
Will Smith #2,F,0.023,0.019,0.005,0.0,29,51,3.17,2.99,967,T3
Spencer Stastney #24,F,0.023,0.01,0.013,0.0,26,48,3.2,2.6,901,T3
Sean Couturier #14,F,0.023,0.008,0.011,0.004,33,76,4.22,2.27,1082,T2
Ivan Barbashev #49,F,0.024,0.0,0.01,0.014,40,76,2.96,2.41,1543,T1
Alexey Toropchenko #13,F,0.024,0.017,0.007,0.0,28,42,3.83,2.45,658,T4
Troy Terry #19,F,0.024,0.016,0.008,0.0,33,66,4.08,2.79,971,T3
Andre Burakovsky #28,F,0.024,0.015,0.009,0.0,48,68,4.04,3.4,1009,T3
Marco Kasper #92,F,0.025,0.02,0.005,0.0,40,60,3.73,2.66,964,T3
Berkly Catton #77,F,0.025,0.022,0.003,0.0,31,36,2.78,2.74,778,T4
Danila Yurov #22,F,0.025,0.02,0.005,0.0,33,48,2.89,2.53,997,T3
Andrew Mangiapane #88,F,0.025,0.014,0.011,0.0,30,49,4.03,2.63,730,T4
David Perron #57,F,0.026,0.022,0.003,0.0,33,36,2.91,1.95,741,T4
Brady Tkachuk #7,F,0.026,0.018,0.008,0.0,29,42,3.36,2.23,751,T4
Ryan O'Reilly #90,F,0.026,0.021,0.005,0.0,32,71,3.71,2.73,1149,T1
Matt Coronato #27,F,0.026,0.021,0.006,0.0,39,65,3.74,3.26,1043,T2
Ryan McLeod #71,F,0.027,0.011,0.015,0.0,44,87,4.77,2.8,1095,T2
Collin Graf #51,F,0.027,0.021,0.005,0.0,34,67,3.84,2.82,1048,T2
Jack Roslovic #28,F,0.027,0.02,0.006,0.0,46,56,3.21,2.8,1048,T2
Jordan Eberle #7,F,0.027,0.009,0.018,0.0,35,53,2.75,2.61,1157,T1
Valeri Nichushkin #13,F,0.027,0.021,0.006,0.0,29,54,2.96,2.46,1096,T2
Liam Ohgren #92,F,0.027,0.017,0.01,0.0,37,47,3.41,3.07,828,T4
Will Cuylle #50,F,0.027,0.018,0.007,0.002,31,67,3.76,2.42,1069,T2
Conor Garland #83,F,0.028,0.027,0.001,0.0,36,66,4.3,3.13,921,T3
Braeden Bowman #42,F,0.028,0.026,0.002,0.0,35,48,4.24,2.41,679,T4
Matias Maccelli #63,F,0.028,0.008,0.004,0.016,43,62,4.27,2.73,871,T4
Macklin Celebrini #71,F,0.029,0.019,0.008,0.002,44,77,3.52,2.9,1312,T1
Lucas Raymond #23,F,0.029,0.028,0.001,0.0,47,65,3.48,2.76,1120,T1
Nathan MacKinnon #29,F,0.03,0.022,0.008,0.0,33,55,2.17,2.69,1520,T1
Michael Amadio #22,F,0.03,0.022,0.008,0.0,34,59,3.07,2.18,1155,T1
Trevor Zegras #46,F,0.03,0.022,0.008,0.0,32,64,3.01,2.49,1276,T1
Leon Draisaitl #29,F,0.03,0.003,0.013,0.015,38,67,3.5,2.71,1148,T1
Tommy Novak #82,F,0.031,0.031,0.0,0.0,35,49,2.77,2.7,1061,T2
Erik Haula #56,F,0.031,0.029,0.002,0.0,36,69,4.17,2.92,994,T3
Robert Thomas #18,F,0.031,0.026,0.005,0.0,31,51,3.41,2.48,898,T4
Jordan Kyrou #25,F,0.032,0.013,0.009,0.01,28,44,2.86,2.03,922,T3
Ivan Demidov #93,F,0.032,0.027,0.004,0.002,36,61,3.38,2.99,1083,T2
Sean Monahan #23,F,0.032,0.021,0.012,0.0,34,73,4.5,2.76,974,T3
Michael Bunting #58,F,0.033,0.031,0.002,0.0,37,61,4.01,2.7,912,T3
Tyson Jost #17,F,0.033,0.033,0.0,0.0,33,52,4.17,2.83,749,T4
J.T. Miller #10,F,0.033,0.019,0.014,0.0,39,82,5.18,2.55,950,T3
Mark Scheifele #55,F,0.033,0.026,0.007,0.0,60,91,3.99,2.98,1367,T1
Dawson Mercer #91,F,0.033,0.028,0.005,0.0,37,73,3.79,2.61,1154,T1
Jesper Boqvist #70,F,0.034,0.025,0.008,0.0,34,38,2.97,2.46,767,T4
Paul Cotter #47,F,0.034,0.033,0.001,0.0,32,43,3.17,2.86,813,T4
Anders Lee #27,F,0.034,0.03,0.004,0.0,28,51,2.92,3.05,1047,T2
Auston Matthews #34,F,0.034,0.032,0.002,0.0,37,66,4.32,3.01,917,T3
Sidney Crosby #87,F,0.034,0.028,0.006,0.0,34,58,3.29,2.89,1059,T2
Gabriel Vilardi #13,F,0.034,0.027,0.007,0.0,50,78,3.85,2.89,1216,T1
Oliver Kapanen #91,F,0.034,0.024,0.01,0.0,35,63,3.95,3.31,958,T3
Zachary Bolduc #76,F,0.034,0.031,0.003,0.0,30,51,2.95,2.59,1039,T2
Connor Zary #47,F,0.034,0.018,0.016,0.0,29,40,2.64,2.75,910,T3
Mika Zibanejad #93,F,0.035,0.024,0.003,0.008,42,86,4.4,2.5,1173,T1
Brock Boeser #6,F,0.035,0.035,0.0,0.0,50,85,5.02,3.19,1017,T3
Justin Sourdif #34,F,0.035,0.021,0.014,0.0,25,32,1.89,2.61,1018,T3
Mikael Granlund #64,F,0.035,0.007,0.006,0.022,31,71,4.61,2.67,924,T3
Kevin Stenlund #82,F,0.035,0.019,0.017,0.0,27,64,4.12,2.57,933,T3
Dalibor Dvorsky #54,F,0.036,0.022,0.013,0.0,32,35,2.46,2.61,855,T4
Mackie Samoskevich #11,F,0.036,0.029,0.007,0.0,35,41,2.66,2.42,925,T3
Juraj Slafkovský #20,F,0.036,0.031,0.005,0.0,30,69,3.16,3.03,1311,T1
Kiefer Sherwood #44,F,0.036,0.028,0.008,0.0,44,77,4.87,2.7,949,T3
Connor McDavid #97,F,0.036,0.024,0.011,0.001,51,91,3.66,2.78,1494,T1
Logan Cooley #92,F,0.036,0.03,0.007,0.0,30,48,3.48,2.71,827,T4
Pavel Zacha #18,F,0.036,0.019,0.017,0.0,33,54,3.46,2.96,936,T3
Yanni Gourde #37,F,0.037,0.009,0.007,0.02,34,62,3.32,2.21,1122,T1
Josh Anderson #17,F,0.037,0.036,0.0,0.0,30,68,4.26,3.14,958,T3
Timo Meier #28,F,0.037,0.02,0.01,0.007,38,67,3.41,2.73,1178,T1
Zemgus Girgensons #28,F,0.038,0.028,0.0,0.01,29,45,2.91,2.4,927,T3
Adam Lowry #17,F,0.038,0.032,0.005,0.0,28,55,3.76,2.62,878,T4
Matthew Knies #23,F,0.038,0.024,0.002,0.011,49,87,4.78,3.11,1091,T2
Andrei Svechnikov #37,F,0.038,0.034,0.003,0.0,36,63,3.13,2.8,1209,T1
Jackson Blake #53,F,0.038,0.0,0.014,0.024,29,62,2.86,2.58,1301,T1
Carter Verhaeghe #23,F,0.038,0.032,0.005,0.001,49,67,3.74,2.88,1075,T2
Anthony Mantha #39,F,0.039,0.017,0.003,0.018,30,57,3.31,2.89,1034,T2
Alex DeBrincat #93,F,0.039,0.036,0.003,0.0,44,61,3.2,2.65,1144,T1
Clayton Keller #91,F,0.039,0.029,0.01,0.0,41,66,3.04,2.44,1305,T1
Teuvo Teravainen #86,F,0.039,0.028,0.011,0.0,35,68,4.45,2.91,916,T3
Kyle Connor #81,F,0.039,0.036,0.003,0.0,58,101,4.6,2.92,1318,T1
Jimmy Snuggerud #21,F,0.04,0.031,0.009,0.0,32,39,2.44,2.87,960,T3
Nicholas Robertson #89,F,0.04,0.04,0.0,0.0,39,47,3.22,2.92,875,T4
Brad Marchand #63,F,0.04,0.032,0.006,0.002,33,57,5.53,3.5,618,T4
Tom Wilson #43,F,0.04,0.011,0.03,0.0,40,66,4.12,2.51,961,T3
Tage Thompson #72,F,0.041,0.035,0.006,0.0,44,77,3.61,2.87,1280,T1
Matt Savoie #22,F,0.041,0.031,0.004,0.006,38,66,3.71,2.88,1066,T2
Artturi Lehkonen #62,F,0.041,0.036,0.005,0.0,26,43,2.23,2.53,1159,T1
Bo Horvat #14,F,0.041,0.039,0.003,0.0,29,65,4.26,3.1,915,T3
Gage Goncalves #93,F,0.041,0.012,0.028,0.0,30,35,2.45,2.17,857,T4
Jordan Martinook #48,F,0.041,0.032,0.009,0.0,36,77,4.1,2.33,1128,T1
Jake Evans #71,F,0.041,0.013,0.006,0.022,25,66,4.15,2.68,955,T3
William Nylander #88,F,0.041,0.026,0.016,0.0,50,76,4.7,3.04,970,T3
Matt Grzelcyk #48,F,0.042,0.016,0.022,0.004,38,56,3.24,3.03,1038,T2
Martin Necas #98,F,0.042,0.037,0.001,0.004,33,51,2.08,2.68,1472,T1
Ben Kindel #81,F,0.042,0.024,0.018,0.0,30,50,3.18,2.75,945,T3
Calum Ritchie #64,F,0.042,0.037,0.005,0.0,27,33,2.85,3.1,695,T4
Joel Farabee #86,F,0.043,0.017,0.018,0.008,35,76,4.27,2.69,1068,T2
Alexander Wennberg #21,F,0.043,0.02,0.022,0.0,42,93,5.09,2.56,1096,T2
Tomas Hertl #48,F,0.043,0.03,0.009,0.004,41,69,3.36,2.22,1231,T1
Jesper Bratt #63,F,0.043,0.037,0.0,0.006,45,74,3.9,2.7,1138,T1
Matt Duchene #95,F,0.043,0.031,0.012,0.0,25,51,3.69,2.53,828,T4
Alex Ovechkin #8,F,0.043,0.042,0.001,0.0,33,54,3.27,2.92,992,T3
Lawson Crouse #67,F,0.043,0.038,0.005,0.0,36,65,3.56,2.68,1096,T2
Cutter Gauthier #61,F,0.043,0.04,0.003,0.0,43,75,3.93,3.11,1144,T1
Casey Mittelstadt #11,F,0.043,0.007,0.019,0.018,31,44,2.91,2.79,908,T3
Jason Dickinson #16,F,0.044,0.017,0.027,0.0,35,54,3.72,2.65,872,T4
Chandler Stephenson #9,F,0.044,0.039,0.005,0.0,45,87,4.77,3.46,1094,T2
Matty Beniers #10,F,0.044,0.035,0.009,0.0,42,67,3.31,2.57,1215,T1
Pavel Dorofeyev #16,F,0.044,0.035,0.009,0.0,31,60,2.64,2.25,1363,T1
Dakota Joshua #81,F,0.044,0.027,0.017,0.0,28,33,3.2,2.66,618,T4
Connor Bedard #98,F,0.044,0.031,0.001,0.012,48,75,4.09,3.65,1101,T2
Ross Colton #20,F,0.045,0.038,0.007,0.0,25,42,2.66,2.47,946,T3
Nazem Kadri #91,F,0.045,0.013,0.032,0.0,33,73,3.44,2.81,1274,T1
Dylan Guenther #11,F,0.045,0.032,0.013,0.0,39,61,3.28,2.68,1114,T2
Pontus Holmberg #29,F,0.045,0.029,0.017,0.0,27,35,2.34,2.06,897,T4
Bobby McMann #74,F,0.045,0.035,0.01,0.0,50,64,3.49,2.87,1101,T2
Steven Stamkos #91,F,0.046,0.007,0.004,0.035,32,67,3.68,2.63,1091,T2
Pavel Buchnevich #89,F,0.046,0.044,0.002,0.0,37,80,4.58,2.71,1048,T2
Jason Zucker #17,F,0.046,0.043,0.003,0.0,29,47,3.48,2.94,810,T4
Jonathan Marchessault #81,F,0.046,0.044,0.003,0.0,33,51,3.79,3.29,808,T4
Peyton Krebs #19,F,0.047,0.035,0.011,0.0,39,51,2.65,2.73,1155,T1
Jonathan Huberdeau #10,F,0.047,0.034,0.007,0.005,26,39,3.55,2.68,659,T4
Brandon Hagel #38,F,0.047,0.037,0.005,0.005,28,61,3.72,2.65,984,T3
Yegor Sharangovich #17,F,0.047,0.042,0.004,0.0,35,63,3.83,3.03,988,T3
Artemi Panarin #72,F,0.048,0.038,0.01,0.0,39,73,3.33,2.52,1317,T1
Morgan Geekie #39,F,0.048,0.026,0.021,0.0,36,55,3.02,2.91,1094,T2
Cole Sillinger #4,F,0.048,0.025,0.023,0.0,37,58,3.22,2.56,1079,T2
Marat Khusnutdinov #92,F,0.049,0.014,0.013,0.022,25,48,3.07,2.86,939,T3
Jared McCann #19,F,0.049,0.042,0.007,0.0,25,37,3.41,2.65,652,T4
Frederick Gaudreau #89,F,0.049,0.046,0.003,0.0,30,53,3.51,2.91,906,T3
Max Domi #11,F,0.049,0.031,0.009,0.009,59,68,4.01,3.15,1018,T2
Oliver Moore #11,F,0.049,0.046,0.003,0.0,28,37,3.96,2.5,561,T4
Vladimir Tarasenko #91,F,0.049,0.046,0.003,0.0,28,47,2.72,2.71,1039,T2
Ridly Greig #71,F,0.049,0.034,0.015,0.0,34,66,3.95,2.41,1002,T3
JJ Peterka #77,F,0.05,0.034,0.011,0.004,32,51,2.57,2.53,1190,T1
Reilly Smith #19,F,0.05,0.047,0.003,0.0,35,52,3.44,2.55,906,T3
Brayden Point #21,F,0.05,0.043,0.007,0.0,30,47,3.32,2.63,850,T4
J.T. Compher #37,F,0.05,0.048,0.002,0.0,48,70,4.03,2.95,1043,T2
Phillip Danault #24,F,0.051,0.044,0.006,0.0,25,73,4.09,2.99,1070,T2
Ryan Winterton #26,F,0.051,0.049,0.001,0.001,26,41,3.31,2.54,742,T4
Zach Hyman #18,F,0.051,0.039,0.011,0.0,32,58,3.58,2.89,973,T3
Mavrik Bourque #22,F,0.051,0.03,0.012,0.009,31,53,2.6,2.29,1225,T1
Jack Eichel #9,F,0.051,0.037,0.014,0.0,38,81,3.45,2.32,1407,T1
Simon Holmstrom #92,F,0.051,0.047,0.004,0.0,31,63,3.93,2.94,963,T3
Mathew Barzal #13,F,0.051,0.038,0.011,0.002,37,60,2.91,2.96,1235,T1
Logan Stanley #64,F,0.051,0.013,0.021,0.017,36,58,3.0,2.88,1160,T1
Michael McCarron #47,F,0.051,0.036,0.016,0.0,31,75,4.4,2.41,1023,T2
Dylan Cozens #24,F,0.052,0.026,0.026,0.0,34,49,2.79,2.06,1053,T2
Ben Meyers #59,F,0.052,0.031,0.021,0.0,29,43,4.88,2.53,529,T4
Dylan Holloway #81,F,0.052,0.038,0.006,0.008,34,46,3.2,2.52,862,T4
Shane Pinto #12,F,0.053,0.031,0.017,0.004,34,68,4.24,2.2,961,T3
Travis Konecny #11,F,0.053,0.05,0.004,0.0,28,62,3.14,2.8,1184,T1
Connor McMichael #24,F,0.053,0.03,0.009,0.014,39,63,3.88,3.11,974,T3
Vinnie Hinostroza #24,F,0.053,0.049,0.004,0.0,28,34,3.06,3.48,668,T4
Jason Robertson #21,F,0.054,0.046,0.007,0.0,30,49,2.21,2.49,1328,T1
Elias Lindholm #28,F,0.054,0.037,0.016,0.0,35,55,3.66,3.01,901,T4
Filip Forsberg #9,F,0.054,0.051,0.003,0.0,35,59,2.99,2.85,1183,T1
Sam Bennett #9,F,0.054,0.038,0.014,0.002,45,69,4.11,2.95,1007,T3
Cole Caufield #13,F,0.054,0.049,0.005,0.0,31,60,2.88,2.81,1249,T1
Jean-Gabriel Pageau #44,F,0.054,0.031,0.003,0.02,27,62,4.21,3.17,883,T4
Frank Nazar #91,F,0.055,0.053,0.003,0.0,32,60,4.14,3.13,869,T4
Keegan Kolesar #55,F,0.055,0.035,0.02,0.0,37,50,2.79,2.38,1077,T2
Linus Karlsson #94,F,0.055,0.043,0.001,0.012,48,63,4.44,2.81,852,T4
Gabe Perreault #94,F,0.056,0.038,0.007,0.011,25,28,2.4,2.77,699,T4
Jack Hughes #86,F,0.056,0.036,0.013,0.007,37,56,3.31,2.66,1014,T3
Alex Laferriere #14,F,0.056,0.031,0.026,0.0,36,67,3.31,2.5,1214,T1
Patrick Kane #88,F,0.057,0.041,0.001,0.015,37,52,3.42,2.7,913,T3
Anthony Cirelli #71,F,0.057,0.023,0.035,0.0,26,53,3.64,2.84,873,T4
Andrew Copp #18,F,0.057,0.051,0.007,0.0,41,60,3.52,2.57,1023,T2
David Pastrnak #88,F,0.058,0.052,0.002,0.003,41,62,3.12,2.89,1192,T1
Jeff Petry #2,F,0.058,0.03,0.02,0.008,36,50,3.33,2.29,902,T3
Evan Rodrigues #17,F,0.059,0.053,0.005,0.0,41,61,4.07,2.35,900,T4
Ryan Hartman #38,F,0.059,0.042,0.017,0.0,39,54,2.54,2.67,1275,T1
Sean Kuraly #52,F,0.06,0.049,0.006,0.005,26,60,4.22,2.77,852,T4
Vincent Trocheck #16,F,0.06,0.032,0.029,0.0,37,79,4.94,2.87,959,T3
Alex Killorn #17,F,0.06,0.034,0.026,0.0,34,89,4.51,2.83,1184,T1
Ross Johnston #44,F,0.061,0.053,0.006,0.002,26,33,3.06,2.74,648,T4
Dylan Larkin #71,F,0.061,0.046,0.011,0.004,35,67,3.88,2.84,1036,T2
Alexis Lafrenière #13,F,0.061,0.052,0.009,0.0,43,62,3.17,2.4,1174,T1
Jake DeBrusk #74,F,0.061,0.046,0.002,0.013,41,63,3.9,3.1,970,T3
Chris Kreider #20,F,0.061,0.055,0.006,0.0,34,71,3.97,2.69,1072,T2
Carson Soucy #24,F,0.063,0.044,0.019,0.0,37,58,3.12,2.74,1115,T2
Corey Perry #10,F,0.065,0.063,0.002,0.0,25,34,2.62,2.44,777,T4
Marco Rossi #93,F,0.066,0.046,0.019,0.0,34,64,5.7,3.0,674,T4
Emmitt Finnie #58,F,0.066,0.056,0.009,0.0,41,58,3.27,2.78,1063,T2
Jordan Staal #11,F,0.066,0.051,0.015,0.0,35,71,3.8,2.4,1122,T1
Adam Fantilli #19,F,0.067,0.054,0.012,0.0,43,71,3.45,2.74,1234,T1
Trevor Moore #12,F,0.067,0.059,0.008,0.0,29,53,3.19,2.39,998,T3
Sam Reinhart #13,F,0.067,0.065,0.002,0.0,35,70,4.8,2.43,874,T4
Nico Hischier #13,F,0.067,0.043,0.008,0.016,35,79,3.94,2.67,1203,T1
Ryan Greene #20,F,0.068,0.055,0.013,0.0,49,78,4.39,3.5,1067,T2
Fedor Svechkov #40,F,0.068,0.062,0.004,0.002,28,37,2.87,2.74,775,T4
Bryan Rust #17,F,0.068,0.063,0.006,0.0,38,76,4.35,3.0,1049,T2
A.J. Greer #10,F,0.069,0.055,0.013,0.0,35,42,2.78,2.35,906,T3
Wyatt Johnston #53,F,0.069,0.058,0.011,0.0,41,75,3.44,2.89,1308,T1
Oskar Sundqvist #70,F,0.07,0.05,0.011,0.009,31,42,4.78,2.57,527,T4
Blake Coleman #20,F,0.07,0.054,0.016,0.0,27,64,4.22,2.5,910,T3
Leo Carlsson #91,F,0.071,0.028,0.042,0.0,33,80,4.3,2.77,1115,T2
Quinton Byfield #55,F,0.071,0.058,0.01,0.003,42,84,4.15,2.52,1213,T1
Dylan Strome #17,F,0.072,0.07,0.002,0.0,41,62,3.43,3.06,1084,T2
Emil Heineman #51,F,0.072,0.067,0.005,0.0,37,55,3.02,3.12,1092,T2
Elias Pettersson #40,F,0.072,0.056,0.016,0.0,44,77,4.67,3.11,990,T3
Jake Guentzel #59,F,0.073,0.067,0.0,0.006,43,81,4.39,2.55,1107,T2
Jeff Malott #39,F,0.074,0.074,0.0,0.0,25,30,3.38,2.41,533,T4
Sebastian Aho #20,F,0.075,0.066,0.009,0.0,39,83,4.03,2.68,1236,T1
Jack McBain #22,F,0.075,0.071,0.005,0.0,29,58,3.91,2.86,891,T4
Josh Doan #91,F,0.076,0.069,0.006,0.0,39,58,3.11,2.64,1119,T2
Nikolaj Ehlers #27,F,0.077,0.073,0.003,0.0,33,56,2.74,2.34,1228,T1
Scott Laughton #24,F,0.077,0.055,0.022,0.0,26,46,3.51,2.42,787,T4
Tye Kartye #24,F,0.077,0.066,0.011,0.0,26,51,4.57,2.47,670,T4
Morgan Frost #16,F,0.077,0.039,0.038,0.0,34,59,3.58,2.76,990,T3
Axel Sandin-Pellikka #44,F,0.078,0.055,0.015,0.008,38,54,3.49,3.04,929,T3
Nino Niederreiter #62,F,0.078,0.067,0.011,0.0,25,32,2.63,2.53,729,T4
Brayden Schenn #10,F,0.079,0.06,0.019,0.0,51,69,3.83,2.7,1082,T2
Aliaksei Protas #21,F,0.079,0.058,0.02,0.0,40,69,3.72,2.88,1112,T2
Max Sasson #63,F,0.08,0.055,0.016,0.009,30,38,3.18,2.99,716,T4
Ryan Poehling #25,F,0.082,0.067,0.014,0.0,36,76,4.63,3.05,985,T3
Drew O'Connor #18,F,0.082,0.067,0.015,0.0,39,76,4.37,2.97,1043,T2
Alex Iafallo #9,F,0.082,0.069,0.013,0.0,33,56,3.29,2.63,1022,T2
Alex Tuch #89,F,0.083,0.072,0.011,0.0,38,85,4.31,2.74,1182,T1
Christian Dvorak #22,F,0.084,0.059,0.008,0.017,32,89,4.51,2.8,1184,T1
Tim Stützle #18,F,0.084,0.066,0.019,0.0,42,82,4.55,2.51,1082,T2
Sam Steel #18,F,0.085,0.047,0.014,0.024,29,58,3.39,2.39,1027,T2
Michael Carcone #53,F,0.087,0.077,0.01,0.0,30,42,2.55,2.56,987,T3
Kirill Kaprizov #97,F,0.087,0.071,0.016,0.0,45,72,2.9,2.56,1488,T1
Ondrej Palat #81,F,0.088,0.083,0.003,0.001,37,52,3.39,2.73,921,T3
Joel Eriksson Ek #14,F,0.088,0.069,0.019,0.0,25,57,3.5,2.64,978,T3
Vasily Podkolzin #92,F,0.088,0.078,0.011,0.0,36,60,2.92,2.58,1234,T1
Kent Johnson #91,F,0.089,0.069,0.003,0.017,33,42,2.97,2.69,848,T4
Nick Schmaltz #8,F,0.091,0.053,0.025,0.013,44,81,3.87,2.42,1254,T1
Mikael Backlund #11,F,0.094,0.066,0.019,0.009,32,70,3.79,2.73,1107,T2
Mitch Marner #93,F,0.095,0.066,0.029,0.0,28,70,2.95,2.25,1423,T1
John Tavares #91,F,0.096,0.06,0.032,0.004,52,83,4.32,2.86,1154,T1
John Klingberg #3,F,0.096,0.064,0.014,0.019,41,59,3.79,3.01,933,T3
Matt Boldy #12,F,0.097,0.091,0.002,0.005,30,72,3.58,2.7,1208,T1
Charlie Coyle #3,F,0.099,0.085,0.014,0.0,25,82,4.7,2.47,1047,T2
Ben Hutton #17,F,0.099,0.054,0.011,0.035,30,40,2.75,2.46,873,T4
Anton Lundell #15,F,0.102,0.087,0.015,0.0,28,66,4.73,2.57,837,T4
Owen Tippett #74,F,0.102,0.054,0.002,0.046,36,65,3.52,2.37,1109,T2
Adam Gaudette #81,F,0.104,0.079,0.006,0.019,29,37,3.26,2.67,680,T4
Ryan Nugent-Hopkins #93,F,0.11,0.068,0.026,0.016,36,71,4.14,2.8,1028,T2
Mikko Rantanen #96,F,0.115,0.115,0.0,0.0,26,50,2.88,2.63,1042,T2
Teddy Blueger #53,F,0.12,0.119,0.001,0.0,25,46,5.57,3.06,495,T4
