player,pos,comb,cov,turn,rush,trk_ga,real_ga,ga60,xga60,toi_min,tier
Brandon Carlo #25,D,0.199,0.169,0.008,0.021,41,66,4.51,3.04,879,T4
Jamie Drysdale #9,D,0.199,0.159,0.017,0.024,37,69,2.71,2.44,1529,T1
Gustav Forsling #42,D,0.199,0.18,0.015,0.005,64,107,4.49,2.65,1430,T2
Tyler Tucker #75,D,0.2,0.145,0.014,0.041,44,66,4.37,2.4,906,T4
Darnell Nurse #25,D,0.201,0.179,0.015,0.007,57,93,3.38,2.63,1652,T1
Matt Roy #3,D,0.201,0.141,0.028,0.032,44,69,3.03,2.71,1364,T2
Olli Maatta #3,D,0.202,0.153,0.025,0.024,30,43,3.87,2.61,666,T4
Nate Schmidt #88,D,0.202,0.165,0.016,0.021,41,71,2.9,2.39,1471,T2
Olen Zellweger #51,D,0.203,0.158,0.014,0.03,42,62,3.24,2.9,1148,T3
Luke Schenn #5,D,0.203,0.132,0.036,0.035,27,48,4.74,2.97,607,T4
Artem Zub #2,D,0.206,0.151,0.01,0.045,38,80,3.5,2.24,1372,T2
Jalen Chatfield #5,D,0.206,0.16,0.026,0.02,43,78,3.15,2.69,1487,T1
Brandt Clarke #92,D,0.207,0.165,0.025,0.016,31,54,2.31,2.38,1405,T2
Simon Edvinsson #77,D,0.208,0.125,0.023,0.059,43,75,3.22,2.58,1398,T2
Alex Vlasic #72,D,0.208,0.156,0.015,0.036,56,94,3.99,3.21,1415,T2
Andrew Peeke #26,D,0.208,0.153,0.019,0.036,41,79,3.73,2.9,1270,T3
Artyom Levshunov #55,D,0.208,0.167,0.029,0.011,47,72,4.15,3.43,1041,T4
Jacob Trouba #65,D,0.208,0.139,0.02,0.05,54,123,4.33,2.9,1706,T1
Elias Pettersson #25,D,0.209,0.193,0.009,0.007,35,58,3.65,3.29,954,T4
Albert Johansson #20,D,0.211,0.172,0.025,0.015,43,68,3.56,2.74,1146,T4
Rasmus Dahlin #26,D,0.211,0.147,0.04,0.025,43,73,2.8,2.64,1567,T1
Adam Pelech #3,D,0.211,0.168,0.029,0.014,37,77,3.24,2.64,1426,T2
Conor Timmins #21,D,0.213,0.174,0.034,0.004,26,51,4.49,2.93,681,T4
Noah Hanifin #15,D,0.213,0.165,0.025,0.023,46,83,2.85,2.32,1750,T1
Shea Theodore #27,D,0.214,0.16,0.015,0.039,33,78,2.73,2.23,1716,T1
Aaron Ekblad #5,D,0.215,0.181,0.024,0.01,51,88,4.45,2.81,1185,T3
Jakob Chychrun #6,D,0.215,0.208,0.006,0.0,42,66,2.69,2.88,1472,T1
Jordan Spence #10,D,0.217,0.172,0.01,0.034,31,48,2.38,2.01,1212,T3
Martin Fehérváry #42,D,0.217,0.192,0.022,0.002,46,79,3.71,2.83,1276,T3
Troy Stecher #51,D,0.218,0.176,0.011,0.031,47,61,3.44,2.94,1065,T4
Dante Fabbro #57,D,0.218,0.195,0.012,0.012,35,58,3.2,2.71,1086,T4
Parker Wotherspoon #28,D,0.219,0.167,0.03,0.023,41,77,3.19,2.71,1450,T2
Jamie Oleksiak #24,D,0.222,0.183,0.032,0.006,33,69,3.53,2.44,1173,T3
Zach Whitecloud #28,D,0.223,0.185,0.023,0.015,45,74,3.28,2.79,1355,T2
Ryan Pulock #6,D,0.223,0.192,0.024,0.006,34,73,3.41,2.92,1285,T3
Brent Burns #84,D,0.223,0.152,0.023,0.049,35,71,2.91,2.57,1465,T2
Josh Morrissey #44,D,0.224,0.175,0.027,0.022,49,82,3.27,2.63,1505,T1
Kevin Bahl #7,D,0.224,0.169,0.024,0.03,46,84,3.71,3.05,1358,T2
Owen Power #25,D,0.227,0.184,0.031,0.012,40,73,2.78,2.75,1576,T1
Dylan Samberg #54,D,0.227,0.195,0.005,0.027,32,61,3.01,2.43,1217,T3
Alexandre Carrier #45,D,0.228,0.186,0.02,0.021,40,102,4.62,3.0,1325,T3
Sam Dickinson #6,D,0.228,0.186,0.024,0.019,47,70,3.88,2.88,1082,T4
Uvis Balinskis #26,D,0.229,0.205,0.009,0.016,33,39,3.06,2.61,766,T4
Cody Ceci #5,D,0.23,0.18,0.043,0.007,44,77,3.55,2.48,1301,T3
Ian Cole #28,D,0.232,0.184,0.021,0.027,35,82,3.78,2.45,1300,T3
Yan Kuznetsov #37,D,0.232,0.204,0.015,0.014,33,55,3.31,3.12,996,T4
Donovan Sebrango #37,D,0.233,0.189,0.01,0.034,25,38,3.82,2.82,597,T4
Niko Mikkola #77,D,0.233,0.205,0.005,0.024,39,58,2.98,2.53,1167,T3
Mattias Samuelsson #23,D,0.235,0.192,0.014,0.029,48,94,3.54,2.73,1595,T1
Evan Bouchard #2,D,0.236,0.194,0.03,0.012,44,100,3.81,2.69,1574,T1
Tony DeAngelo #77,D,0.237,0.164,0.022,0.05,38,56,2.66,3.08,1264,T3
Joel Edmundson #6,D,0.237,0.145,0.029,0.063,32,78,3.55,2.53,1318,T3
Louis Crevier #46,D,0.237,0.218,0.014,0.005,43,70,3.63,3.17,1158,T3
Noah Dobson #53,D,0.238,0.209,0.013,0.017,45,96,3.55,3.06,1624,T1
Sean Walker #26,D,0.238,0.171,0.019,0.048,50,106,3.7,2.31,1720,T1
Jeremy Lauzon #5,D,0.239,0.185,0.029,0.025,34,77,3.94,2.34,1171,T3
Brady Skjei #76,D,0.242,0.192,0.03,0.02,43,102,4.29,2.78,1426,T2
Denton Mateychuk #5,D,0.242,0.207,0.01,0.026,37,72,3.52,2.6,1229,T3
Adam Wilsby #83,D,0.243,0.221,0.007,0.015,28,45,3.02,2.65,894,T4
Marcus Pettersson #29,D,0.243,0.198,0.027,0.018,60,112,4.57,2.82,1471,T1
John Marino #6,D,0.245,0.22,0.024,0.0,43,69,2.7,2.37,1536,T1
Brock Faber #14,D,0.246,0.195,0.021,0.03,57,107,3.46,2.64,1854,T1
Alexander Nikishin #21,D,0.248,0.195,0.024,0.029,32,59,2.58,2.57,1371,T2
Devon Toews #7,D,0.25,0.196,0.031,0.022,30,65,2.7,2.42,1446,T2
Tyler Kleven #43,D,0.253,0.215,0.023,0.014,30,49,2.75,2.16,1071,T4
Mikhail Sergachev #98,D,0.253,0.206,0.024,0.022,53,101,4.19,2.78,1445,T2
K'Andre Miller #19,D,0.253,0.188,0.043,0.021,45,88,3.29,2.33,1603,T1
Dmitry Orlov #81,D,0.255,0.206,0.027,0.022,59,94,4.02,2.82,1404,T2
Luke Hughes #43,D,0.258,0.246,0.01,0.003,38,63,2.96,2.82,1277,T3
John Carlson #74,D,0.262,0.209,0.039,0.014,47,100,4.22,2.79,1423,T2
Simon Nemec #17,D,0.263,0.204,0.04,0.019,44,71,3.59,2.8,1185,T3
Ryan Shea #5,D,0.264,0.215,0.024,0.024,40,79,3.6,2.8,1317,T3
Mike Matheson #8,D,0.265,0.178,0.067,0.02,43,120,4.33,3.07,1663,T1
Jake Middleton #5,D,0.266,0.237,0.026,0.003,31,73,3.42,2.56,1281,T3
Colton Parayko #55,D,0.267,0.207,0.008,0.052,57,81,3.38,2.35,1438,T2
Thomas Chabot #72,D,0.269,0.219,0.005,0.045,40,68,4.09,2.43,996,T4
J.J. Moser #90,D,0.27,0.243,0.018,0.008,40,73,3.11,2.54,1406,T2
Scott Mayfield #24,D,0.276,0.201,0.028,0.047,41,61,3.15,2.78,1162,T3
Lane Hutson #48,D,0.282,0.238,0.027,0.016,39,84,2.92,2.72,1726,T1
Trevor van Riemsdyk #57,D,0.288,0.227,0.023,0.038,28,47,2.92,2.72,965,T4
Josh Manson #42,D,0.291,0.232,0.051,0.008,29,67,3.02,2.39,1333,T2
Erik Karlsson #65,D,0.3,0.269,0.012,0.018,36,78,3.49,2.76,1342,T2
Jacob Bernard-Docker #25,D,0.304,0.244,0.006,0.055,25,34,2.45,2.64,831,T4
Sean Durzi #50,D,0.307,0.251,0.035,0.02,42,66,3.55,2.72,1115,T4
Ben Chiarot #8,D,0.315,0.263,0.01,0.041,62,90,3.64,3.1,1482,T1
