PLAYERS,TEAM,POS,AGE,CAP HIT,TOTAL,AAV,TERM,SIGN. STATUS,SIGN. AGE,EXPIRY,CONTRACT START,EXPIRY YEAR,WAIVERS EXEMPT,SIGNED BY,BASE SALARY,SIGNING BONUS,PERF BONUS,TYPE
"Kaprizov, Kirill",MIN,LW,29,"$17,000,000","$19,100,000","$17,000,000",8 yrs,UFA,28,UFA,2026,2034,No,Bill Guerin,"$1,000,000","$18,100,000",$0,Std (Ext)
"Draisaitl, Leon",EDM,"C, LW",30,"$14,000,000","$16,500,000","$14,000,000",8 yrs,UFA,28,UFA,2025,2033,No,Stan Bowman,"$1,000,000","$15,500,000",$0,Std (Ext)
"Eichel, Jack",VGK,C,29,"$13,500,000","$17,700,000","$13,500,000",8 yrs,UFA,28,UFA,2026,2034,No,Kelly McCrimmon,"$850,000","$16,850,000",$0,Std (Ext)
"Matthews, Auston",TOR,C,28,"$13,250,000","$11,080,000","$13,250,000",4 yrs,UFA,25,UFA,2024,2028,No,Brad Treliving,"$900,000","$10,180,000",$0,Std (Ext)
"MacKinnon, Nathan",COL,C,30,"$12,600,000","$12,150,000","$12,600,000",8 yrs,UFA,27,UFA,2023,2031,No,Chris MacFarland,"$9,150,000","$3,000,000",$0,Std (Ext)
"McDavid, Connor",EDM,C,29,"$12,500,000","$14,250,000","$12,500,000",2 yrs,UFA,28,UFA,2026,2028,No,Stan Bowman,"$850,000","$13,400,000",$0,Std (Ext)
"Connor, Kyle",WPG,LW,29,"$12,000,000","$15,000,000","$12,000,000",8 yrs,UFA,28,UFA,2026,2034,No,Kevin Cheveldayoff,"$7,500,000","$7,500,000",$0,Std (Ext)
"Rantanen, Mikko",DAL,RW,29,"$12,000,000","$11,250,000","$12,000,000",8 yrs,UFA,28,UFA,2025,2033,No,Jim Nill,"$5,650,000","$5,600,000",$0,Std (Ext)
"Marner, Mitch",VGK,"C, RW, LW",29,"$12,000,000","$14,000,000","$12,000,000",8 yrs,UFA,28,UFA,2025,2033,No,Brad Treliving,"$4,000,000","$10,000,000",$0,Std (Ext)
"Pettersson, Elias",VAN,C,27,"$11,600,000","$11,000,000","$11,600,000",8 yrs,RFA (Arb),25,UFA,2024,2032,No,Patrik Allvin,"$11,000,000",$0,$0,Std (Ext)
"Shesterkin, Igor",NYR,G,30,"$11,503,125","$15,850,000","$11,503,125",8 yrs,UFA,28,UFA,2025,2033,No,Chris Drury,"$850,000","$15,000,000",$0,Std (Ext)
"Karlsson, Erik",PIT,RD,36,"$11,500,000","$7,500,000","$11,500,000",8 yrs,UFA,29,UFA,2019,2027,No,Doug Wilson,"$1,500,000","$6,000,000",$0,Std (Ext)
"Necas, Martin",COL,"RW, C",27,"$11,500,000","$14,000,000","$11,500,000",8 yrs,UFA,26,UFA,2026,2034,No,Chris MacFarland,"$6,000,000","$8,000,000",$0,Std (Ext)
"Nylander, William",TOR,RW,30,"$11,500,000","$12,500,000","$11,500,000",8 yrs,UFA,27,UFA,2024,2032,No,Brad Treliving,"$1,000,000","$11,500,000",$0,Std (Ext)
"Pastrnak, David",BOS,RW,30,"$11,250,000","$11,250,000","$11,250,000",8 yrs,UFA,26,UFA,2023,2031,No,Don Sweeney,"$8,250,000","$3,000,000",$0,Std (Ext)
"Panarin, Artemi",LAK,LW,34,"$11,000,000","$12,000,000","$11,000,000",2 yrs,UFA,34,UFA,2026,2028,No,Ken Holland,"$1,000,000","$11,000,000",$0,Std (Ext)
"Doughty, Drew",LAK,RD,36,"$11,000,000","$11,000,000","$11,000,000",8 yrs,UFA,28,UFA,2019,2027,No,Rob Blake,"$11,000,000",$0,$0,Std (Ext)
"Dahlin, Rasmus",BUF,"RD, LD",26,"$11,000,000","$11,000,000","$11,000,000",8 yrs,RFA (Arb),23,UFA,2024,2032,No,Kevyn Adams,"$11,000,000",$0,$0,Std (Ext)
"Kempe, Adrian",LAK,RW,29,"$10,625,000","$12,000,000","$10,625,000",8 yrs,UFA,29,UFA,2026,2034,No,Ken Holland,"$1,000,000","$11,000,000",$0,Std (Ext)
"Harley, Thomas",DAL,LD,24,"$10,587,000","$13,000,000","$10,587,000",8 yrs,RFA (Arb),24,UFA,2026,2034,No,Jim Nill,"$9,000,000","$4,000,000",$0,Std (Ext)
"Bouchard, Evan",EDM,RD,26,"$10,500,000","$12,000,000","$10,500,000",4 yrs,RFA (Arb),25,UFA,2025,2029,No,Stan Bowman,"$1,000,000","$11,000,000",$0,Std (Ext)
"Huberdeau, Jonathan",CGY,LW,33,"$10,500,000","$10,500,000","$10,500,000",8 yrs,UFA,29,UFA,2023,2031,No,Brad Treliving,"$1,000,000","$9,500,000",$0,Std (Ext)
"Barkov, Aleksander",FLA,C,30,"$10,000,000","$10,000,000","$10,000,000",8 yrs,UFA,26,UFA,2022,2030,No,Bill Zito,"$1,000,000","$9,000,000",$0,Std (Ext)
"Cooley, Logan",UTA,C,22,"$10,000,000","$13,000,000","$10,000,000",8 yrs,RFA,21,UFA,2026,2034,No,Bill Armstrong,"$13,000,000",$0,$0,Std (Ext)
"Seguin, Tyler",DAL,"RW, C, LW",34,"$9,850,000","$6,750,000","$9,850,000",8 yrs,UFA,26,UFA,2019,2027,No,Jim Nill,"$1,000,000","$5,750,000",$0,Std (Ext)
"Aho, Sebastian",CAR,C,28,"$9,750,000","$9,000,000","$9,750,000",8 yrs,UFA,26,UFA,2024,2032,No,Don Waddell,"$7,000,000","$2,000,000",$0,Std (Ext)
"Werenski, Zach",CBJ,LD,28,"$9,583,333","$7,250,000","$9,583,333",6 yrs,RFA (Arb),24,UFA,2022,2028,No,Jarmo Kekalainen,"$1,000,000","$6,250,000",$0,Std
"Fox, Adam",NYR,RD,28,"$9,500,000","$7,500,000","$9,500,000",7 yrs,RFA (Arb),23,UFA,2022,2029,No,Chris Drury,"$1,000,000","$6,500,000",$0,Std (Ext)
"Vasilevskiy, Andrei",TBL,G,31,"$9,500,000","$8,000,000","$9,500,000",8 yrs,RFA (Arb),25,UFA,2020,2028,No,Julien BriseBois,"$5,000,000","$3,000,000",$0,Std (Ext)
"Point, Brayden",TBL,C,30,"$9,500,000","$9,750,000","$9,500,000",8 yrs,RFA (Arb),25,UFA,2022,2030,No,Julien BriseBois,"$4,000,000","$5,750,000",$0,Std (Ext)
"McAvoy, Charlie",BOS,RD,28,"$9,500,000","$10,000,000","$9,500,000",8 yrs,RFA (Arb),23,UFA,2022,2030,No,Don Sweeney,"$6,000,000","$4,000,000",$0,Std (Ext)
"Stone, Mark",VGK,RW,34,"$9,500,000","$6,000,000","$9,500,000",8 yrs,UFA,26,UFA,2019,2027,No,George McPhee,"$1,000,000","$5,000,000",$0,Std (Ext)
"Tkachuk, Matthew",FLA,"RW, LW",28,"$9,500,000","$10,000,000","$9,500,000",8 yrs,RFA (Arb),24,UFA,2022,2030,No,Brad Treliving,"$1,000,000","$9,000,000",$0,Std
"Kucherov, Nikita",TBL,RW,33,"$9,500,000","$7,000,000","$9,500,000",8 yrs,RFA (Arb),25,UFA,2019,2027,No,Steve Yzerman,"$4,000,000","$3,000,000",$0,Std (Ext)
"Dobson, Noah",MTL,RD,26,"$9,500,000","$12,000,000","$9,500,000",8 yrs,RFA (Arb),25,UFA,2025,2033,No,Mathieu Darche,"$1,000,000","$11,000,000",$0,Std (Ext)
"Jones, Seth",FLA,RD,31,"$9,500,000","$8,000,000","$9,500,000",8 yrs,UFA,26,UFA,2022,2030,No,Stan Bowman,"$3,000,000","$5,000,000",$0,Std (Ext)
"Nurse, Darnell",EDM,LD,31,"$9,250,000","$8,000,000","$9,250,000",8 yrs,UFA,26,UFA,2022,2030,No,Ken Holland,"$2,000,000","$6,000,000",$0,Std (Ext)
"Barzal, Mathew",NYI,"C, RW",29,"$9,150,000","$9,150,000","$9,150,000",8 yrs,RFA (Arb),25,UFA,2023,2031,No,Lou Lamoriello,"$9,150,000",$0,$0,Std (Ext)
"Josi, Roman",NSH,"RD, LD",36,"$9,059,000","$7,222,000","$9,059,000",8 yrs,UFA,29,UFA,2020,2028,No,David Poile,"$7,222,000",$0,$0,Std (Ext)
"Makar, Cale",COL,RD,27,"$9,000,000","$6,700,000","$9,000,000",6 yrs,RFA,22,UFA,2021,2027,No,Joe Sakic,"$5,700,000","$1,000,000",$0,Std (Ext)
"Hamilton, Dougie",NJD,RD,33,"$9,000,000","$8,400,000","$9,000,000",7 yrs,UFA,28,UFA,2021,2028,No,Tom Fitzgerald,"$1,000,000","$7,400,000",$0,Std
"LaCombe, Jackson",ANA,LD,25,"$9,000,000","$9,000,000","$9,000,000",8 yrs,RFA (Arb),24,UFA,2026,2034,No,Pat Verbeek,"$9,000,000",$0,$0,Std (Ext)
"Guentzel, Jake",TBL,"LW, RW, C",31,"$9,000,000","$7,957,895","$9,000,000",7 yrs,UFA,29,UFA,2024,2031,No,Julien BriseBois,"$3,957,895","$4,000,000",$0,Std (Ext)
"Chychrun, Jakob",WSH,LD,28,"$9,000,000","$8,250,000","$9,000,000",8 yrs,UFA,26,UFA,2025,2033,No,Brian MacLellan,"$4,250,000","$4,000,000",$0,Std (Ext)
"Hughes, Luke",NJD,"LD, RD",22,"$9,000,000","$9,000,000","$9,000,000",7 yrs,RFA,22,UFA,2025,2032,No,Tom Fitzgerald,"$8,000,000","$1,000,000",$0,Std (Ext)
"Hutson, Lane",MTL,"RD, LD",22,"$8,850,000","$12,000,000","$8,850,000",8 yrs,RFA,21,UFA,2026,2034,No,Kent Hughes,"$1,000,000","$11,000,000",$0,Std (Ext)
"Pietrangelo, Alex",VGK,RD,36,"$8,800,000","$8,800,000","$8,800,000",7 yrs,UFA,30,UFA,2020,2027,No,Kelly McCrimmon,"$8,800,000",$0,$0,Std
"Meier, Timo",NJD,"LW, RW",29,"$8,800,000","$7,750,000","$8,800,000",8 yrs,RFA (Arb),26,UFA,2023,2031,No,Tom Fitzgerald,"$3,350,000","$4,400,000",$0,Std (Ext)
"Konecny, Travis",PHI,"RW, LW",29,"$8,750,000","$8,250,000","$8,750,000",8 yrs,UFA,27,UFA,2025,2033,No,Daniel Brière,"$5,250,000","$3,000,000",$0,Std
"Larkin, Dylan",DET,C,29,"$8,700,000","$8,000,000","$8,700,000",8 yrs,UFA,26,UFA,2023,2031,No,Steve Yzerman,"$8,000,000",$0,$0,Std (Ext)
"Crosby, Sidney",PIT,C,38,"$8,700,000","$7,620,000","$8,700,000",2 yrs,UFA,37,UFA,2025,2027,No,Kyle Dubas,"$1,090,000","$6,530,000",$0,Std (Ext)
"Reinhart, Sam",FLA,"RW, C",30,"$8,625,000","$9,500,000","$8,625,000",8 yrs,UFA,28,UFA,2024,2032,No,Bill Zito,"$1,000,000","$8,500,000",$0,Std (Ext)
"Seider, Moritz",DET,RD,25,"$8,550,000","$8,550,000","$8,550,000",7 yrs,RFA,23,UFA,2024,2031,No,Steve Yzerman,"$8,550,000",$0,$0,Std (Ext)
"Horvat, Bo",NYI,C,31,"$8,500,000","$8,500,000","$8,500,000",8 yrs,UFA,27,UFA,2023,2031,No,Lou Lamoriello,"$8,500,000",$0,$0,Std (Ext)
"Faber, Brock",MIN,RD,23,"$8,500,000","$9,500,000","$8,500,000",8 yrs,RFA,21,UFA,2025,2033,No,Bill Guerin,"$9,500,000",$0,$0,Std
"Hellebuyck, Connor",WPG,G,33,"$8,500,000","$7,500,000","$8,500,000",7 yrs,UFA,30,UFA,2024,2031,No,Kevin Cheveldayoff,"$7,500,000",$0,$0,Std (Ext)
"Forsberg, Filip",NSH,LW,31,"$8,500,000","$7,500,000","$8,500,000",8 yrs,UFA,27,UFA,2022,2030,No,David Poile,"$4,500,000","$3,000,000",$0,Std (Ext)
"Provorov, Ivan",CBJ,"LD, RD",29,"$8,500,000","$8,500,000","$8,500,000",7 yrs,UFA,28,UFA,2025,2032,No,Don Waddell,"$5,750,000","$2,750,000",$0,Std (Ext)
"Scheifele, Mark",WPG,C,33,"$8,500,000","$7,500,000","$8,500,000",7 yrs,UFA,30,UFA,2024,2031,No,Kevin Cheveldayoff,"$7,500,000",$0,$0,Std (Ext)
"Zibanejad, Mika",NYR,C,33,"$8,500,000","$8,500,000","$8,500,000",8 yrs,UFA,28,UFA,2022,2030,No,Chris Drury,"$1,000,000","$7,500,000",$0,Std (Ext)
"Sergachev, Mikhail",UTA,LD,27,"$8,500,000","$8,300,000","$8,500,000",8 yrs,RFA (Arb),24,UFA,2023,2031,No,Julien BriseBois,"$7,300,000","$1,000,000",$0,Std (Ext)
"Ehlers, Nikolaj",CAR,LW,30,"$8,500,000","$10,000,000","$8,500,000",6 yrs,UFA,29,UFA,2025,2031,No,Eric Tulsky,"$1,000,000","$9,000,000",$0,Std
"Dubois, Pierre-Luc",WSH,C,27,"$8,500,000","$9,100,000","$8,500,000",8 yrs,RFA (Arb),25,UFA,2023,2031,No,Kevin Cheveldayoff,"$7,100,000","$2,000,000",$0,Std (Ext)
"Demko, Thatcher",VAN,G,30,"$8,500,000","$10,500,000","$8,500,000",3 yrs,UFA,29,UFA,2026,2029,No,Patrik Allvin,"$10,500,000",$0,$0,Std (Ext)
"Heiskanen, Miro",DAL,RD,26,"$8,450,000","$9,000,000","$8,450,000",8 yrs,RFA,21,UFA,2021,2029,No,Jim Nill,"$9,000,000",$0,$0,Std (Ext)
"Hintz, Roope",DAL,C,29,"$8,450,000","$7,250,000","$8,450,000",8 yrs,RFA (Arb),26,UFA,2023,2031,No,Jim Nill,"$5,250,000","$2,000,000",$0,Std (Ext)
"Johnston, Wyatt",DAL,C,23,"$8,400,000","$8,400,000","$8,400,000",5 yrs,RFA,21,UFA,2025,2030,No,Jim Nill,"$5,400,000","$3,000,000",$0,Std (Ext)
"Power, Owen",BUF,"RD, LD",23,"$8,350,000","$8,350,000","$8,350,000",7 yrs,10.2(c),20,UFA,2024,2031,No,Kevyn Adams,"$8,350,000",$0,$0,Std (Ext)
"Stützle, Tim",OTT,C,24,"$8,350,000","$9,000,000","$8,350,000",8 yrs,RFA,20,UFA,2023,2031,No,Pierre Dorion,"$9,000,000",$0,$0,Std (Ext)
"Sorokin, Ilya",NYI,G,30,"$8,250,000","$8,250,000","$8,250,000",8 yrs,UFA,27,UFA,2024,2032,No,Lou Lamoriello,"$8,250,000",$0,$0,Std (Ext)
"Oettinger, Jake",DAL,G,27,"$8,250,000","$10,000,000","$8,250,000",8 yrs,RFA (Arb),25,UFA,2025,2033,No,Jim Nill,"$6,000,000","$4,000,000",$0,Std (Ext)
"Swayman, Jeremy",BOS,G,27,"$8,250,000","$7,500,000","$8,250,000",8 yrs,RFA (Arb),25,UFA,2024,2032,No,Don Sweeney,"$5,500,000","$2,000,000",$0,Std
"Ullmark, Linus",OTT,G,32,"$8,250,000","$8,000,000","$8,250,000",4 yrs,UFA,31,UFA,2025,2029,No,Steve Staios,"$8,000,000",$0,$0,Std (Ext)
"Tkachuk, Brady",OTT,LW,26,"$8,205,714","$8,500,000","$8,205,714",7 yrs,RFA,22,UFA,2021,2028,No,Pierre Dorion,"$8,500,000",$0,$0,Std
"Hertl, Tomas",VGK,C,32,"$8,137,500","$8,000,000","$8,137,500",8 yrs,UFA,28,UFA,2022,2030,No,Doug Wilson,"$3,250,000","$4,750,000",$0,Std (Ext)
"Kyrou, Jordan",STL,RW,28,"$8,125,000","$8,250,000","$8,125,000",8 yrs,RFA (Arb),24,UFA,2023,2031,No,Doug Armstrong,"$8,250,000",$0,$0,Std (Ext)
"Thomas, Robert",STL,C,26,"$8,125,000","$8,250,000","$8,125,000",8 yrs,RFA (Arb),23,UFA,2023,2031,No,Doug Armstrong,"$8,250,000",$0,$0,Std (Ext)
"Raymond, Lucas",DET,"RW, LW",24,"$8,075,000","$8,075,000","$8,075,000",8 yrs,RFA,22,UFA,2024,2032,No,Steve Yzerman,"$8,075,000",$0,$0,Std (Ext)
"Sanderson, Jake",OTT,LD,23,"$8,050,000","$8,050,000","$8,050,000",8 yrs,10.2(c),21,UFA,2024,2032,No,Pierre Dorion,"$8,050,000",$0,$0,Std (Ext)
"Miller, J.T.",NYR,"C, RW, LW",33,"$8,000,000","$7,000,000","$8,000,000",7 yrs,UFA,29,UFA,2023,2030,No,Patrik Allvin,"$7,000,000",$0,$0,Std (Ext)
"Hughes, Jack",NJD,"C, LW",25,"$8,000,000","$8,000,000","$8,000,000",8 yrs,RFA,20,UFA,2022,2030,No,Tom Fitzgerald,"$8,000,000",$0,$0,Std (Ext)
"Couture, Logan",SJS,C,37,"$8,000,000","$6,000,000","$8,000,000",8 yrs,UFA,29,UFA,2019,2027,No,Doug Wilson,"$6,000,000",$0,$0,Std (Ext)
"Schmaltz, Nick",UTA,"C, RW",30,"$8,000,000","$10,000,000","$8,000,000",8 yrs,UFA,30,UFA,2026,2034,No,Bill Armstrong,"$10,000,000",$0,$0,Std (Ext)
"Buchnevich, Pavel",STL,"LW, RW, C",31,"$8,000,000","$6,000,000","$8,000,000",6 yrs,UFA,29,UFA,2025,2031,No,Doug Armstrong,"$6,000,000",$0,$0,Std (Ext)
"Broberg, Philip",STL,LD,24,"$8,000,000","$10,000,000","$8,000,000",6 yrs,RFA (Arb),24,UFA,2026,2032,No,Doug Armstrong,"$10,000,000",$0,$0,Std (Ext)
"Bennett, Sam",FLA,C,29,"$8,000,000","$9,280,000","$8,000,000",8 yrs,UFA,29,UFA,2025,2033,No,Bill Zito,"$1,000,000","$8,280,000",$0,Std (Ext)
"Stamkos, Steven",NSH,"LW, RW, C",36,"$8,000,000","$7,000,000","$8,000,000",4 yrs,UFA,34,UFA,2024,2028,No,Barry Trotz,"$5,000,000","$2,000,000",$0,Std
"Chabot, Thomas",OTT,LD,29,"$8,000,000","$10,000,000","$8,000,000",8 yrs,RFA,22,UFA,2020,2028,No,Pierre Dorion,"$10,000,000",$0,$0,Std (Ext)
"Hedman, Victor",TBL,"LD, RD",35,"$8,000,000","$7,500,000","$8,000,000",4 yrs,UFA,33,UFA,2025,2029,No,Julien BriseBois,"$3,500,000","$4,000,000",$0,Std (Ext)
"Norris, Josh",BUF,C,27,"$7,950,000","$9,500,000","$7,950,000",8 yrs,RFA,23,UFA,2022,2030,No,Pierre Dorion,"$9,500,000",$0,$0,Std
"DeBrincat, Alex",DET,"LW, RW",28,"$7,875,000","$6,750,000","$7,875,000",4 yrs,RFA (Arb),25,UFA,2023,2027,No,Steve Yzerman,"$6,750,000",$0,$0,Std
"Bratt, Jesper",NJD,"RW, LW",27,"$7,875,000","$8,000,000","$7,875,000",8 yrs,RFA (Arb),24,UFA,2023,2031,No,Tom Fitzgerald,"$6,000,000","$2,000,000",$0,Std (Ext)
"Fiala, Kevin",LAK,LW,29,"$7,875,000","$8,500,000","$7,875,000",7 yrs,RFA (Arb),25,UFA,2022,2029,No,Rob Blake,"$6,500,000","$2,000,000",$0,Std (Ext)
"Suzuki, Nick",MTL,C,26,"$7,875,000","$6,250,000","$7,875,000",8 yrs,RFA,22,UFA,2022,2030,No,Marc Bergevin,"$6,250,000",$0,$0,Std (Ext)
"Caufield, Cole",MTL,"LW, RW",25,"$7,850,000","$8,705,000","$7,850,000",8 yrs,RFA,22,UFA,2023,2031,No,Kent Hughes,"$8,705,000",$0,$0,Std (Ext)
"Hughes, Quinn",MIN,LD,26,"$7,850,000","$8,250,000","$7,850,000",6 yrs,10.2(c),21,UFA,2021,2027,No,Jim Benning,"$8,250,000",$0,$0,Std
"Svechnikov, Andrei",CAR,"LW, RW",26,"$7,750,000","$7,000,000","$7,750,000",8 yrs,RFA,21,UFA,2021,2029,No,Don Waddell,"$7,000,000",$0,$0,Std
"Holloway, Dylan",STL,LW,24,"$7,750,000","$10,000,000","$7,750,000",5 yrs,RFA (Arb),24,UFA,2026,2031,No,Doug Armstrong,"$10,000,000",$0,$0,Std (Ext)
"Lindholm, Elias",BOS,C,31,"$7,750,000","$9,000,000","$7,750,000",7 yrs,UFA,29,UFA,2024,2031,No,Don Sweeney,"$5,500,000","$3,500,000",$0,Std
"Knies, Matthew",TOR,"LW, RW",23,"$7,750,000","$9,000,000","$7,750,000",6 yrs,RFA,22,UFA,2025,2031,No,Brad Treliving,"$7,000,000","$2,000,000",$0,Std (Ext)
"Couturier, Sean",PHI,C,33,"$7,750,000","$7,750,000","$7,750,000",8 yrs,UFA,28,UFA,2022,2030,No,Chuck Fletcher,"$1,750,000","$6,000,000",$0,Std (Ext)
"Saros, Juuse",NSH,G,31,"$7,740,000","$9,000,000","$7,740,000",8 yrs,UFA,29,UFA,2025,2033,No,Barry Trotz,"$7,000,000","$2,000,000",$0,Std (Ext)
"Peterka, JJ",UTA,"LW, RW",24,"$7,700,000","$7,700,000","$7,700,000",5 yrs,RFA,23,UFA,2025,2030,No,Bill Armstrong,"$7,700,000",$0,$0,Std (Ext)
"Slafkovsky, Juraj",MTL,"RW, LW",22,"$7,600,000","$10,000,000","$7,600,000",8 yrs,RFA,20,UFA,2025,2033,No,Kent Hughes,"$7,000,000","$3,000,000",$0,Std (Ext)
"Spurgeon, Jared",MIN,RD,36,"$7,575,000","$6,025,000","$7,575,000",7 yrs,UFA,29,UFA,2020,2027,No,Bill Guerin,"$6,025,000",$0,$0,Std (Ext)
"Nelson, Brock",COL,C,34,"$7,500,000","$7,300,000","$7,500,000",3 yrs,UFA,33,UFA,2025,2028,No,Chris MacFarland,"$7,300,000",$0,$0,Std (Ext)
"Wolf, Dustin",CGY,G,25,"$7,500,000","$8,000,000","$7,500,000",7 yrs,RFA (Arb),24,UFA,2026,2033,No,Craig Conroy,"$6,000,000","$2,000,000",$0,Std (Ext)
"Vilardi, Gabriel",WPG,"RW, C",26,"$7,500,000","$7,600,000","$7,500,000",6 yrs,RFA (Arb),25,UFA,2025,2031,No,Kevin Cheveldayoff,"$7,600,000",$0,$0,Std (Ext)
"Miller, K'Andre",CAR,LD,26,"$7,500,000","$7,500,000","$7,500,000",8 yrs,RFA (Arb),25,UFA,2025,2033,No,Chris Drury,"$7,500,000",$0,$0,Std (Ext)
"Rielly, Morgan",TOR,LD,32,"$7,500,000","$6,000,000","$7,500,000",8 yrs,UFA,27,UFA,2022,2030,No,Kyle Dubas,"$6,000,000",$0,$0,Std (Ext)
"Pinto, Shane",OTT,C,25,"$7,500,000","$6,500,000","$7,500,000",4 yrs,RFA (Arb),25,UFA,2026,2030,No,Steve Staios,"$6,500,000",$0,$0,Std (Ext)
"Lafrenière, Alexis",NYR,"RW, LW",24,"$7,450,000","$7,500,000","$7,450,000",7 yrs,RFA (Arb),23,UFA,2025,2032,No,Chris Drury,"$5,500,000","$2,000,000",$0,Std (Ext)
"Theodore, Shea",VGK,RD,30,"$7,425,000","$9,500,000","$7,425,000",7 yrs,UFA,29,UFA,2025,2032,No,Kelly McCrimmon,"$1,000,000","$8,500,000",$0,Std (Ext)
"Jarvis, Seth",CAR,RW,24,"$7,420,087","$8,250,000","$7,900,000",8 yrs,RFA,22,UFA,2024,2032,No,Eric Tulsky,"$4,250,000","$4,000,000",$0,Std
