rank,player,team,position,tier,on_ice_ga,rate,pct_in_tier,on_ice_xga60,ga_per60
170,Oliver Ekman-Larsson,TOR,D,hi,52,0.1848,15.0,2.55,2.22
171,Jonas Brodin,MIN,D,lo,42,0.1846,27.0,2.16,2.33
172,Darren Raddysh,TBL,D,mid,39,0.1845,6.0,2.46,2.1
173,Brady Skjei,NSH,D,hi,71,0.1844,13.0,2.84,3.09
174,Pierre-Olivier Joseph,PIT,D,lo,39,0.1843,26.0,2.49,3.51
175,Dylan Samberg,WPG,D,mid,41,0.1842,4.0,2.28,2.0
176,Jake McCabe,TOR,D,mid,52,0.1842,3.0,2.33,2.11
177,Noah Hanifin,VGK,D,hi,71,0.1839,12.0,2.54,2.75
178,Justin Barron,NSH,D,lo,49,0.1838,24.0,2.48,3.23
179,Marcus Pettersson,PIT,D,hi,64,0.1837,10.0,2.71,3.07
180,Jeff Petry,DET,D,lo,28,0.1835,23.0,2.75,2.4
181,Cale Makar,COL,D,hi,58,0.1834,9.0,2.4,2.1
182,Radko Gudas,ANA,D,hi,46,0.1831,7.0,2.83,2.33
183,Jamie Drysdale,PHI,D,mid,62,0.1829,1.0,2.51,3.38
184,Denton Mateychuk,CBJ,D,lo,30,0.1828,21.0,2.65,2.61
185,Bowen Byram,BUF,D,hi,57,0.1826,6.0,2.74,2.63
186,Mikey Anderson,LAK,D,hi,45,0.1825,4.0,2.0,1.47
187,Zach Werenski,CBJ,D,hi,65,0.1824,3.0,2.58,2.26
188,Jayden Struble,MTL,D,lo,26,0.1821,20.0,2.31,2.43
189,Wyatt Kaiser,CHI,D,lo,30,0.1819,18.0,2.71,2.14
190,Lian Bichsel,DAL,D,lo,25,0.1818,17.0,2.47,2.67
191,Drew Helleson,ANA,D,lo,29,0.1818,15.0,3.01,2.29
192,Michael Kesselring,?,D,hi,38,0.1818,1.0,2.33,1.7
193,Jake Christiansen,CBJ,D,lo,26,0.1815,14.0,2.84,2.39
194,Albert Johansson,DET,D,lo,34,0.1812,12.0,2.56,2.4
195,Joshua Mahura,SEA,D,lo,29,0.1811,11.0,2.45,2.03
196,Tony DeAngelo,NYI,D,lo,27,0.1796,9.0,2.95,2.76
197,Dougie Hamilton,NJD,D,lo,40,0.1784,8.0,2.68,2.51
198,Jonas Siegenthaler,NJD,D,lo,26,0.1781,6.0,1.95,1.56
199,Henri Jokiharju,BUF,D,lo,30,0.177,5.0,2.58,2.23
200,Jake Bean,CGY,D,lo,26,0.1767,3.0,2.48,1.82
201,Ryan Shea,PIT,D,lo,25,0.1711,2.0,2.35,2.79
