rank,player,team,position,tier,on_ice_ga,rate,pct_in_tier,on_ice_xga60,ga_per60
31,Sam Malinski,COL,D,mid,39,0.0042,79.0,2.29,1.99
32,J.J. Moser,TBL,D,lo,31,0.0041,92.0,2.47,2.34
33,Artem Zub,OTT,D,lo,37,0.0036,91.0,2.0,2.27
34,Nate Schmidt,FLA,D,mid,42,0.0036,78.0,1.94,2.0
35,Charlie McAvoy,BOS,D,lo,25,0.0036,89.0,2.52,2.14
36,Nick Perbix,TBL,D,mid,37,0.0036,76.0,2.48,2.36
37,Ryan Graves,PIT,D,lo,36,0.0034,88.0,2.32,2.52
38,Chris Tanev,TOR,D,mid,41,0.0034,75.0,2.14,1.61
39,Jamie Oleksiak,SEA,D,mid,58,0.0033,74.0,2.62,2.69
40,Rasmus Andersson,CGY,D,hi,63,0.0033,84.0,2.66,2.47
41,Cam Fowler,STL,D,mid,56,0.0033,72.0,2.51,2.4
42,Nick Seeler,PHI,D,mid,46,0.0032,71.0,2.34,2.4
43,Justin Holl,DET,D,lo,39,0.0031,86.0,2.37,2.56
44,Damon Severson,CBJ,D,mid,50,0.003,69.0,2.58,2.83
45,Andrew Peeke,BOS,D,mid,48,0.003,68.0,2.42,2.72
46,Victor Hedman,TBL,D,hi,52,0.003,82.0,2.49,2.11
47,K'Andre Miller,NYR,D,hi,66,0.003,81.0,2.84,2.96
48,Alexander Romanov,NYI,D,mid,51,0.0029,66.0,2.78,2.56
49,Nolan Allan,CHI,D,lo,27,0.0029,85.0,3.03,3.4
50,Simon Benoit,TOR,D,mid,40,0.0028,65.0,2.75,1.84
51,Nikita Zadorov,BOS,D,hi,38,0.0028,79.0,2.46,2.03
52,Moritz Seider,DET,D,hi,56,0.0027,78.0,2.52,2.0
53,Colton Parayko,STL,D,mid,56,0.0026,63.0,2.34,2.42
54,Olen Zellweger,ANA,D,lo,39,0.0026,83.0,2.92,2.17
55,Declan Chisholm,MIN,D,mid,38,0.0025,62.0,2.02,2.27
56,Drew Doughty,LAK,D,lo,29,0.0025,82.0,2.43,1.71
57,Carson Soucy,VAN,D,mid,46,0.0025,60.0,2.48,2.28
58,Erik Karlsson,PIT,D,hi,77,0.0024,76.0,2.91,3.18
59,Erik Gustafsson,DET,D,lo,40,0.0024,80.0,2.38,2.74
60,Adam Fox,NYR,D,mid,53,0.0024,59.0,2.47,2.28
61,Brandon Montour,SEA,D,hi,69,0.0023,75.0,2.63,2.75
62,Rasmus Dahlin,BUF,D,hi,52,0.0023,73.0,2.41,2.21
63,Kaiden Guhle,MTL,D,lo,48,0.0022,79.0,2.86,2.69
64,Scott Mayfield,NYI,D,lo,30,0.0022,77.0,2.55,1.89
65,Connor Murphy,CHI,D,mid,46,0.0022,57.0,2.64,2.52
66,Brandt Clarke,LAK,D,mid,41,0.0021,56.0,2.42,2.31
67,Matt Roy,WSH,D,mid,50,0.002,54.0,2.5,2.46
68,Thomas Harley,DAL,D,hi,62,0.0019,72.0,2.61,2.06
69,Timothy Liljegren,SJS,D,mid,57,0.0019,53.0,2.69,3.05
70,Adam Pelech,NYI,D,mid,41,0.0018,51.0,2.11,2.36
71,Nick Leddy,STL,D,lo,27,0.0018,76.0,2.33,2.31
72,Ryan McDonagh,TBL,D,hi,42,0.0018,70.0,2.29,1.96
73,Johnathan Kovacevic,NJD,D,hi,42,0.0016,69.0,2.08,1.89
74,Cody Ceci,SJS,D,hi,88,0.0015,67.0,3.2,2.87
75,John Carlson,WSH,D,mid,50,0.0014,50.0,2.59,2.46
76,Samuel Girard,COL,D,hi,63,0.0014,66.0,2.4,2.79
77,Matt Grzelcyk,PIT,D,hi,64,0.0012,64.0,2.74,2.78
78,Braden Schneider,NYR,D,mid,50,0.0012,49.0,2.93,2.48
79,Connor Clifton,BUF,D,lo,40,0.0012,74.0,2.78,3.14
80,Ben Chiarot,DET,D,hi,69,0.0012,63.0,2.85,2.67
81,Urho Vaakanainen,NYR,D,lo,26,0.001,73.0,2.59,2.14
82,Nick Jensen,OTT,D,mid,47,0.0009,47.0,2.57,2.26
83,Esa Lindell,DAL,D,hi,58,0.0008,61.0,2.58,1.92
84,Noah Juulsen,VAN,D,lo,27,0.0008,71.0,2.63,2.92
85,Nicolas Hague,VGK,D,mid,43,0.0007,46.0,2.72,2.35
86,Rasmus Sandin,WSH,D,hi,57,0.0007,60.0,2.46,2.48
87,Brent Burns,CAR,D,mid,66,0.0007,44.0,2.53,2.73
88,Filip Hronek,VAN,D,mid,47,0.0006,43.0,2.39,2.6
89,Dante Fabbro,CBJ,D,mid,46,0.0005,41.0,2.52,2.4
90,Neal Pionk,WPG,D,mid,44,0.0005,40.0,2.33,1.79
91,Mattias Ekholm,EDM,D,mid,56,0.0004,38.0,2.33,2.67
92,Josh Morrissey,WPG,D,hi,54,0.0004,58.0,2.32,1.72
93,Daniil Miromanov,CGY,D,lo,26,0.0004,70.0,2.56,1.95
94,Jacob Bryson,BUF,D,lo,32,0.0003,68.0,2.88,3.52
95,MacKenzie Weegar,CGY,D,hi,43,0.0002,57.0,2.29,1.78
96,Jack Johnson,CBJ,D,lo,30,0.0002,67.0,3.0,4.32
97,Ryan Suter,STL,D,hi,52,0.0001,55.0,2.44,2.32
98,Emil Andrae,PHI,D,lo,29,-0.0001,65.0,2.19,2.71
99,Uvis Balinskis,FLA,D,lo,34,-0.0002,64.0,2.1,2.17
100,Derek Forbort,VAN,D,lo,28,-0.0003,62.0,2.16,2.16
101,Travis Sanheim,PHI,D,hi,84,-0.0004,54.0,2.29,2.96
102,Niko Mikkola,FLA,D,hi,61,-0.0005,52.0,2.14,2.31
103,Jalen Chatfield,CAR,D,hi,49,-0.0007,51.0,2.42,2.28
104,Zach Bogosian,MIN,D,mid,50,-0.0008,37.0,2.43,2.48
105,Jaccob Slavin,CAR,D,hi,66,-0.001,49.0,2.34,2.66
106,TJ Brodie,CHI,D,lo,32,-0.001,61.0,2.73,3.12
107,Tyler Myers,VAN,D,mid,54,-0.0011,35.0,2.38,2.52
108,Jon Merrill,MIN,D,lo,32,-0.0011,59.0,2.26,2.3
109,Ryker Evans,SEA,D,mid,55,-0.0011,34.0,2.48,2.77
110,Jared Spurgeon,MIN,D,mid,43,-0.0012,32.0,1.98,2.03
111,Erik Cernak,TBL,D,mid,32,-0.0013,31.0,2.36,1.9
112,Trevor van Riemsdyk,WSH,D,mid,43,-0.0013,29.0,2.36,2.0
113,Aaron Ekblad,FLA,D,lo,44,-0.0014,58.0,2.48,2.1
114,Nick Blankenburg,NSH,D,lo,38,-0.0014,56.0,2.57,2.59
115,Calvin de Haan,COL,D,lo,30,-0.0015,55.0,2.1,2.87
116,Henry Thrun,SJS,D,lo,48,-0.0016,53.0,3.09,3.35
117,Morgan Rielly,TOR,D,hi,68,-0.0016,48.0,2.57,2.34
118,Shayne Gostisbehere,CAR,D,lo,44,-0.0016,52.0,2.25,2.23
119,Darnell Nurse,EDM,D,hi,68,-0.0016,46.0,2.46,2.35
120,Kevin Bahl,CGY,D,mid,55,-0.0016,28.0,2.57,2.55
121,Brett Kulak,EDM,D,hi,67,-0.0017,45.0,2.24,2.76
122,Dmitry Orlov,CAR,D,hi,68,-0.0017,43.0,2.32,2.55
123,Emil Lilleberg,TBL,D,mid,39,-0.0017,26.0,2.47,2.42
124,Marc Del Gaizo,NSH,D,lo,30,-0.0017,50.0,2.42,2.71
125,Cam York,PHI,D,mid,54,-0.0017,25.0,2.22,2.93
126,Alec Martinez,CHI,D,lo,36,-0.0018,48.0,3.19,3.24
127,Joel Edmundson,LAK,D,hi,47,-0.0019,42.0,2.5,2.17
128,Conor Timmins,TOR,D,lo,30,-0.002,47.0,2.52,1.81
129,Parker Wotherspoon,BOS,D,lo,30,-0.002,45.0,2.24,2.17
130,Kris Letang,PIT,D,hi,65,-0.0021,40.0,2.75,2.71
131,Mathew Dumba,DAL,D,lo,40,-0.0024,44.0,2.75,2.88
132,Joel Hanley,CGY,D,lo,25,-0.0026,42.0,2.2,1.73
133,Rasmus Ristolainen,PHI,D,mid,42,-0.0026,24.0,2.21,2.63
134,Vincent Desharnais,VAN,D,lo,29,-0.0026,41.0,2.22,2.58
135,Noah Dobson,NYI,D,mid,52,-0.0026,22.0,2.34,2.26
136,Mason Lohrei,BOS,D,mid,64,-0.0027,21.0,2.68,3.46
137,Mattias Samuelsson,BUF,D,lo,44,-0.0027,39.0,2.72,2.86
138,Brian Dumoulin,ANA,D,hi,45,-0.003,39.0,2.85,2.43
139,Alex Pietrangelo,VGK,D,mid,64,-0.003,19.0,2.63,2.68
140,Simon Edvinsson,DET,D,hi,47,-0.0031,37.0,2.58,2.02
141,Travis Hamonic,OTT,D,lo,34,-0.0034,38.0,2.68,2.71
142,Brenden Dillon,NJD,D,mid,53,-0.0036,18.0,2.54,2.75
143,Egor Zamula,PHI,D,lo,43,-0.0036,36.0,2.06,2.98
144,Seth Jones,CHI,D,mid,64,-0.0037,16.0,2.89,2.9
145,Josh Manson,COL,D,lo,38,-0.0038,35.0,2.3,2.8
146,Will Borgen,NYR,D,mid,60,-0.0038,15.0,2.82,3.01
147,Luke Hughes,NJD,D,mid,48,-0.0038,13.0,2.52,2.24
148,Miro Heiskanen,DAL,D,lo,35,-0.0038,33.0,2.47,2.29
149,Owen Power,BUF,D,hi,66,-0.0038,36.0,2.65,3.0
150,Lane Hutson,MTL,D,hi,57,-0.0042,34.0,2.81,2.46
151,Darren Raddysh,TBL,D,mid,39,-0.0043,12.0,2.46,2.1
152,Jake Sanderson,OTT,D,hi,53,-0.0044,33.0,2.32,2.51
153,Mikhail Sergachev,?,D,hi,59,-0.0045,31.0,2.53,2.55
154,Roman Josi,NSH,D,lo,49,-0.0045,32.0,2.6,3.12
155,Jan Rutta,SJS,D,lo,34,-0.0047,30.0,2.86,2.63
156,Dylan Samberg,WPG,D,mid,41,-0.0047,10.0,2.28,2.0
157,Mike Matheson,MTL,D,hi,69,-0.0048,30.0,2.93,3.11
158,Dmitry Kulikov,FLA,D,mid,48,-0.0049,9.0,2.25,2.02
159,Brayden McNabb,VGK,D,hi,59,-0.005,28.0,2.22,1.82
160,Devon Toews,COL,D,hi,57,-0.005,27.0,2.37,2.11
161,Jakob Chychrun,WSH,D,mid,48,-0.005,7.0,2.56,2.27
162,Justin Faulk,STL,D,hi,53,-0.0051,25.0,2.34,1.92
163,Ryan Pulock,NYI,D,mid,47,-0.0051,6.0,2.68,2.32
164,Pavel Mintyukov,ANA,D,mid,39,-0.0053,4.0,3.07,2.89
165,Arber Xhekaj,MTL,D,lo,37,-0.0054,29.0,2.79,2.62
166,Brock Faber,MIN,D,hi,46,-0.0055,24.0,2.57,1.94
167,Pierre-Olivier Joseph,PIT,D,lo,39,-0.0056,27.0,2.49,3.51
168,Alexandre Carrier,MTL,D,hi,62,-0.0058,22.0,2.74,2.88
169,Dylan DeMelo,WPG,D,hi,53,-0.0059,21.0,2.32,1.96
170,Noah Hanifin,VGK,D,hi,71,-0.0061,19.0,2.54,2.75
171,Brady Skjei,NSH,D,hi,71,-0.0062,18.0,2.84,3.09
172,Jake McCabe,TOR,D,mid,52,-0.0062,3.0,2.33,2.11
173,Brett Pesce,NJD,D,hi,48,-0.0065,16.0,2.32,2.3
174,Gustav Forsling,FLA,D,hi,60,-0.0066,15.0,2.34,1.94
175,Jeff Petry,DET,D,lo,28,-0.0067,26.0,2.75,2.4
176,Justin Barron,NSH,D,lo,49,-0.0069,24.0,2.48,3.23
177,Jayden Struble,MTL,D,lo,26,-0.0069,23.0,2.31,2.43
178,Jamie Drysdale,PHI,D,mid,62,-0.0069,1.0,2.51,3.38
179,Evan Bouchard,EDM,D,hi,85,-0.007,13.0,2.37,2.56
180,Jonas Brodin,MIN,D,lo,42,-0.0071,21.0,2.16,2.33
181,Oliver Ekman-Larsson,TOR,D,hi,52,-0.0071,12.0,2.55,2.22
182,Denton Mateychuk,CBJ,D,lo,30,-0.0071,20.0,2.65,2.61
183,Radko Gudas,ANA,D,hi,46,-0.0075,10.0,2.83,2.33
184,Michael Kesselring,?,D,hi,38,-0.0076,9.0,2.33,1.7
185,Cale Makar,COL,D,hi,58,-0.0077,7.0,2.4,2.1
186,Bowen Byram,BUF,D,hi,57,-0.0082,6.0,2.74,2.63
187,Marcus Pettersson,PIT,D,hi,64,-0.0083,4.0,2.71,3.07
188,Lian Bichsel,DAL,D,lo,25,-0.0085,18.0,2.47,2.67
189,Albert Johansson,DET,D,lo,34,-0.0087,17.0,2.56,2.4
190,Zach Werenski,CBJ,D,hi,65,-0.0088,3.0,2.58,2.26
191,Joshua Mahura,SEA,D,lo,29,-0.0088,15.0,2.45,2.03
192,Drew Helleson,ANA,D,lo,29,-0.0089,14.0,3.01,2.29
193,Jake Christiansen,CBJ,D,lo,26,-0.0089,12.0,2.84,2.39
194,Wyatt Kaiser,CHI,D,lo,30,-0.009,11.0,2.71,2.14
195,Dougie Hamilton,NJD,D,lo,40,-0.0105,9.0,2.68,2.51
196,Mikey Anderson,LAK,D,hi,45,-0.0106,1.0,2.0,1.47
197,Tony DeAngelo,NYI,D,lo,27,-0.0113,8.0,2.95,2.76
198,Jake Bean,CGY,D,lo,26,-0.012,6.0,2.48,1.82
199,Henri Jokiharju,BUF,D,lo,30,-0.0122,5.0,2.58,2.23
200,Jonas Siegenthaler,NJD,D,lo,26,-0.0124,3.0,1.95,1.56
201,Ryan Shea,PIT,D,lo,25,-0.0186,2.0,2.35,2.79
