rank,player,team,position,tier,on_ice_ga,rate,pct_in_tier,on_ice_xga60,ga_per60
79,Mattias Ekholm,EDM,D,hi,62,0.0009,61.0,2.65,2.81
80,Vince Dunn,SEA,D,hi,55,0.0008,59.0,2.95,2.48
81,Kaedan Korczak,VGK,D,mid,49,0.0008,61.0,2.09,2.23
82,Haydn Fleury,WPG,D,lo,31,0.0008,56.0,3.06,4.19
83,Ivan Provorov,CBJ,D,hi,62,0.0007,58.0,2.57,2.37
84,Nicolas Hague,NSH,D,lo,47,0.0007,54.0,2.83,2.8
85,Neal Pionk,WPG,D,lo,34,0.0006,52.0,2.93,2.08
86,Filip Hronek,VAN,D,hi,63,0.0006,56.0,3.0,2.62
87,Noah Dobson,MTL,D,hi,73,0.0006,55.0,3.02,2.77
88,Bowen Byram,BUF,D,hi,72,0.0006,53.0,2.81,2.73
89,Cam Fowler,STL,D,hi,63,0.0005,52.0,2.72,2.65
90,Jayden Struble,MTL,D,lo,26,0.0005,51.0,2.68,2.25
91,Kris Letang,PIT,D,mid,63,0.0004,59.0,2.9,2.68
92,Yan Kuznetsov,CGY,D,lo,40,0.0004,49.0,3.11,2.83
93,Aaron Ekblad,FLA,D,mid,52,0.0003,58.0,2.82,2.89
94,Samuel Girard,COL,D,lo,35,0.0003,48.0,2.39,2.21
95,Alexandre Carrier,MTL,D,mid,66,0.0002,56.0,2.83,2.78
96,Niko Mikkola,FLA,D,mid,47,0.0002,55.0,2.54,2.36
97,Arber Xhekaj,MTL,D,lo,29,0.0001,46.0,2.65,2.6
98,Roman Josi,NSH,D,mid,66,0.0,53.0,2.89,3.08
99,Colton Parayko,STL,D,hi,58,0.0,50.0,2.37,2.59
100,Zach Werenski,CBJ,D,hi,65,-0.0001,48.0,2.54,2.55
101,Philip Broberg,STL,D,hi,56,-0.0002,47.0,2.51,2.33
102,Dante Fabbro,CBJ,D,mid,47,-0.0002,52.0,2.72,2.6
103,Jeff Petry,FLA,D,lo,42,-0.0002,44.0,2.32,3.15
104,Ryan McDonagh,TBL,D,lo,29,-0.0002,43.0,2.35,2.3
105,Artem Zub,OTT,D,hi,45,-0.0004,45.0,2.26,2.14
106,Mike Matheson,MTL,D,hi,73,-0.0004,44.0,3.03,2.54
107,John Carlson,WSH,D,mid,64,-0.0005,50.0,2.84,2.52
108,Marcus Pettersson,VAN,D,hi,66,-0.0005,42.0,2.84,3.06
109,Jalen Chatfield,CAR,D,mid,63,-0.0006,48.0,2.73,2.54
110,Brandon Montour,SEA,D,mid,47,-0.0007,47.0,2.69,2.43
111,Nick Blankenburg,NSH,D,lo,38,-0.0008,41.0,2.58,2.76
112,Brandon Carlo,TOR,D,lo,41,-0.0009,40.0,3.05,3.07
113,Jonas Siegenthaler,NJD,D,hi,56,-0.0009,41.0,2.69,2.69
114,Josh Manson,COL,D,mid,42,-0.0009,45.0,2.35,2.13
115,Ben Hutton,VGK,D,lo,34,-0.0011,38.0,2.42,2.84
116,Matthew Schaefer,NYI,D,hi,58,-0.0011,39.0,2.9,2.28
117,Matthew Robertson,NYR,D,mid,41,-0.0014,44.0,2.56,2.53
118,Quinn Hughes,MIN,D,hi,76,-0.0014,38.0,2.75,3.06
119,Jake Walman,EDM,D,lo,54,-0.0015,37.0,3.07,3.56
120,Brady Skjei,NSH,D,hi,57,-0.0015,36.0,2.8,2.65
121,Darnell Nurse,EDM,D,hi,66,-0.0016,34.0,2.67,2.7
122,Jonas Brodin,MIN,D,mid,28,-0.0016,42.0,2.27,1.76
123,Josh Morrissey,WPG,D,hi,66,-0.0017,33.0,2.64,2.31
124,Connor Clifton,PIT,D,lo,28,-0.0018,35.0,2.43,2.23
125,Sam Dickinson,SJS,D,lo,51,-0.0018,33.0,2.88,3.11
126,Zeev Buium,VAN,D,mid,50,-0.0018,41.0,3.07,2.8
127,Adam Pelech,NYI,D,hi,47,-0.0019,31.0,2.64,2.19
128,Damon Severson,CBJ,D,mid,48,-0.0019,39.0,2.37,2.32
129,Charle-Edouard D'Astous,TBL,D,mid,54,-0.0021,38.0,2.29,2.86
130,Tyler Myers,VAN,D,mid,64,-0.0022,36.0,3.0,3.18
131,Parker Wotherspoon,PIT,D,hi,58,-0.0022,30.0,2.74,2.51
132,MacKenzie Weegar,CGY,D,hi,54,-0.0022,28.0,2.89,3.23
133,Louis Crevier,CHI,D,mid,50,-0.0023,34.0,3.17,2.85
134,Sam Malinski,COL,D,hi,32,-0.0024,27.0,2.17,1.41
135,Erik Cernak,TBL,D,lo,41,-0.0025,32.0,2.31,2.81
136,Martin Fehérváry,WSH,D,mid,46,-0.0025,33.0,2.83,2.26
137,Mattias Samuelsson,BUF,D,hi,58,-0.0029,25.0,2.73,2.29
138,Jaccob Slavin,CAR,D,lo,40,-0.003,30.0,2.32,2.26
139,Simon Nemec,NJD,D,mid,54,-0.0032,31.0,2.8,3.19
140,Noah Juulsen,PHI,D,lo,25,-0.0032,29.0,2.51,2.46
141,Nick Jensen,OTT,D,lo,48,-0.0035,27.0,2.53,3.38
142,Alexander Petrovic,DAL,D,lo,30,-0.0035,25.0,2.77,2.5
143,Emil Lilleberg,TBL,D,lo,33,-0.0037,24.0,2.41,2.21
144,Hampus Lindholm,BOS,D,mid,47,-0.0038,30.0,2.64,2.54
145,Mario Ferraro,SJS,D,hi,60,-0.0038,23.0,2.72,2.53
146,Nick Seeler,PHI,D,mid,47,-0.0038,28.0,2.36,2.32
147,Donovan Sebrango,FLA,D,lo,32,-0.0038,22.0,2.82,3.21
148,Zach Whitecloud,VGK,D,hi,49,-0.0038,22.0,2.8,2.61
149,Jordan Spence,OTT,D,mid,47,-0.0039,27.0,2.02,2.13
150,Moritz Seider,DET,D,hi,55,-0.0039,20.0,2.32,2.17
151,Ty Emberson,EDM,D,lo,31,-0.004,21.0,2.42,2.01
152,Philippe Myers,TOR,D,lo,26,-0.0041,19.0,2.82,3.33
153,Pavel Mintyukov,ANA,D,mid,53,-0.0043,25.0,2.99,2.74
154,Esa Lindell,DAL,D,hi,50,-0.0043,19.0,2.19,1.96
155,Andrew Peeke,BOS,D,mid,44,-0.0044,23.0,2.89,2.46
156,Brett Kulak,EDM,D,hi,55,-0.0044,17.0,2.68,2.32
157,Joel Hanley,CGY,D,lo,32,-0.0044,17.0,2.41,2.24
158,Jake Sanderson,OTT,D,mid,37,-0.0044,22.0,2.15,2.11
159,Jacob Trouba,ANA,D,hi,75,-0.0045,16.0,2.96,2.88
160,Adam Wilsby,NSH,D,lo,35,-0.0047,16.0,2.67,2.35
161,Pierre-Olivier Joseph,VAN,D,lo,25,-0.0049,14.0,2.68,4.15
162,Ryan Shea,PIT,D,mid,55,-0.005,20.0,2.82,2.6
163,Jamie Drysdale,PHI,D,hi,58,-0.005,14.0,2.43,2.32
164,Vincent Desharnais,SJS,D,lo,27,-0.0051,13.0,2.33,2.2
165,Rasmus Ristolainen,PHI,D,lo,31,-0.0051,11.0,2.34,2.19
166,Nick Leddy,SJS,D,lo,25,-0.0054,10.0,2.84,3.24
167,Uvis Balinskis,FLA,D,lo,39,-0.0055,8.0,2.62,2.82
168,Brayden McNabb,VGK,D,mid,54,-0.0055,19.0,2.27,2.36
169,Denton Mateychuk,CBJ,D,mid,44,-0.0056,17.0,2.62,2.39
170,Tyler Kleven,OTT,D,lo,37,-0.0058,6.0,2.18,2.35
171,Jared Spurgeon,MIN,D,mid,45,-0.0061,16.0,2.42,1.78
172,Dylan Samberg,WPG,D,mid,42,-0.0064,14.0,2.43,2.17
173,Luke Hughes,NJD,D,mid,47,-0.0065,12.0,2.82,2.4
174,Logan Stanley,WPG,D,mid,47,-0.0066,11.0,2.9,2.39
175,Lane Hutson,MTL,D,hi,69,-0.0066,12.0,2.58,2.23
176,Kevin Bahl,CGY,D,hi,54,-0.007,11.0,3.05,2.61
177,Ryan Pulock,NYI,D,mid,40,-0.008,9.0,2.92,2.1
178,Olen Zellweger,ANA,D,mid,46,-0.0082,8.0,2.92,2.76
179,Sean Walker,CAR,D,hi,76,-0.0085,9.0,2.36,2.68
180,Will Borgen,NYR,D,mid,41,-0.0085,6.0,2.59,2.33
181,Travis Sanheim,PHI,D,hi,69,-0.0088,8.0,2.36,2.44
182,Shakir Mukhamadullin,SJS,D,lo,37,-0.009,5.0,2.66,2.57
183,Oliver Ekman-Larsson,TOR,D,hi,65,-0.0096,6.0,2.89,3.12
184,Noah Hanifin,VGK,D,hi,65,-0.0096,5.0,2.24,2.45
185,Sam Rinzel,CHI,D,lo,34,-0.0097,3.0,3.15,2.81
186,Justin Barron,NSH,D,lo,29,-0.0099,2.0,2.61,2.51
187,Erik Karlsson,PIT,D,mid,58,-0.0101,5.0,2.77,2.5
188,Alexander Nikishin,CAR,D,mid,48,-0.0102,3.0,2.62,2.12
189,Simon Benoit,TOR,D,mid,48,-0.0105,2.0,2.91,2.98
190,Vladislav Gavrikov,NYR,D,hi,56,-0.0117,3.0,2.46,2.32
191,Braden Schneider,NYR,D,hi,54,-0.0149,2.0,2.71,2.69
