rank,player,team,position,tier,on_ice_ga,rate,pct_in_tier,on_ice_xga60,ga_per60
79,Artem Zub,OTT,D,hi,45,0.001,58.0,2.26,2.14
80,Bowen Byram,BUF,D,hi,72,0.001,56.0,2.81,2.73
81,Noah Dobson,MTL,D,hi,73,0.0009,55.0,3.02,2.77
82,Tyler Tucker,STL,D,lo,47,0.0008,59.0,2.43,3.38
83,Colton Parayko,STL,D,hi,58,0.0008,53.0,2.37,2.59
84,Cam Fowler,STL,D,hi,63,0.0008,52.0,2.72,2.65
85,Zach Werenski,CBJ,D,hi,65,0.0007,50.0,2.54,2.55
86,Philip Broberg,STL,D,hi,56,0.0007,48.0,2.51,2.33
87,Alexandre Carrier,MTL,D,mid,66,0.0006,61.0,2.83,2.78
88,Niko Mikkola,FLA,D,mid,47,0.0005,59.0,2.54,2.36
89,Aaron Ekblad,FLA,D,mid,52,0.0005,58.0,2.82,2.89
90,Samuel Girard,COL,D,lo,35,0.0005,57.0,2.39,2.21
91,Kris Letang,PIT,D,mid,63,0.0005,56.0,2.9,2.68
92,Kaedan Korczak,VGK,D,mid,49,0.0004,55.0,2.09,2.23
93,Mike Matheson,MTL,D,hi,73,0.0004,47.0,3.03,2.54
94,Filip Hronek,VAN,D,hi,63,0.0003,45.0,3.0,2.62
95,Jalen Chatfield,CAR,D,mid,63,0.0003,53.0,2.73,2.54
96,Neal Pionk,WPG,D,lo,34,0.0003,56.0,2.93,2.08
97,Drew Helleson,ANA,D,lo,50,0.0002,54.0,2.99,3.13
98,Dante Fabbro,CBJ,D,mid,47,0.0002,52.0,2.72,2.6
99,Vince Dunn,SEA,D,hi,55,0.0001,44.0,2.95,2.48
100,Nicolas Hague,NSH,D,lo,47,0.0001,52.0,2.83,2.8
101,Josh Manson,COL,D,mid,42,0.0001,50.0,2.35,2.13
102,Ryan McDonagh,TBL,D,lo,29,0.0,51.0,2.35,2.3
103,Jayden Struble,MTL,D,lo,26,-0.0003,49.0,2.68,2.25
104,Roman Josi,NSH,D,mid,66,-0.0003,48.0,2.89,3.08
105,Yan Kuznetsov,CGY,D,lo,40,-0.0003,48.0,3.11,2.83
106,Jeff Petry,FLA,D,lo,42,-0.0006,46.0,2.32,3.15
107,Haydn Fleury,WPG,D,lo,31,-0.0006,44.0,3.06,4.19
108,John Carlson,WSH,D,mid,64,-0.0007,47.0,2.84,2.52
109,Arber Xhekaj,MTL,D,lo,29,-0.0007,43.0,2.65,2.6
110,Marcus Pettersson,VAN,D,hi,66,-0.0008,42.0,2.84,3.06
111,Jonas Siegenthaler,NJD,D,hi,56,-0.0008,41.0,2.69,2.69
112,Jonas Brodin,MIN,D,mid,28,-0.001,45.0,2.27,1.76
113,Darnell Nurse,EDM,D,hi,66,-0.0011,39.0,2.67,2.7
114,Matthew Schaefer,NYI,D,hi,58,-0.0012,38.0,2.9,2.28
115,Quinn Hughes,MIN,D,hi,76,-0.0013,36.0,2.75,3.06
116,Damon Severson,CBJ,D,mid,48,-0.0014,44.0,2.37,2.32
117,Brady Skjei,NSH,D,hi,57,-0.0014,34.0,2.8,2.65
118,Sam Malinski,COL,D,hi,32,-0.0015,33.0,2.17,1.41
119,Adam Pelech,NYI,D,hi,47,-0.0015,31.0,2.64,2.19
120,Parker Wotherspoon,PIT,D,hi,58,-0.0015,30.0,2.74,2.51
121,Josh Morrissey,WPG,D,hi,66,-0.0017,28.0,2.64,2.31
122,Brandon Montour,SEA,D,mid,47,-0.0017,42.0,2.69,2.43
123,Brandon Carlo,TOR,D,lo,41,-0.0018,41.0,3.05,3.07
124,Nick Blankenburg,NSH,D,lo,38,-0.0018,40.0,2.58,2.76
125,Connor Clifton,PIT,D,lo,28,-0.0018,38.0,2.43,2.23
126,Matthew Robertson,NYR,D,mid,41,-0.0019,41.0,2.56,2.53
127,Charle-Edouard D'Astous,TBL,D,mid,54,-0.002,39.0,2.29,2.86
128,Erik Cernak,TBL,D,lo,41,-0.002,37.0,2.31,2.81
129,Mattias Samuelsson,BUF,D,hi,58,-0.002,27.0,2.73,2.29
130,Jaccob Slavin,CAR,D,lo,40,-0.0021,35.0,2.32,2.26
131,Martin Fehérváry,WSH,D,mid,46,-0.0021,38.0,2.83,2.26
132,Ben Hutton,VGK,D,lo,34,-0.0022,33.0,2.42,2.84
133,MacKenzie Weegar,CGY,D,hi,54,-0.0023,25.0,2.89,3.23
134,Jake Walman,EDM,D,lo,54,-0.0024,32.0,3.07,3.56
135,Esa Lindell,DAL,D,hi,50,-0.0026,23.0,2.19,1.96
136,Sam Dickinson,SJS,D,lo,51,-0.0026,30.0,2.88,3.11
137,Tyler Myers,VAN,D,mid,64,-0.0027,36.0,3.0,3.18
138,Louis Crevier,CHI,D,mid,50,-0.003,34.0,3.17,2.85
139,Jordan Spence,OTT,D,mid,47,-0.0031,33.0,2.02,2.13
140,Zeev Buium,VAN,D,mid,50,-0.0031,31.0,3.07,2.8
141,Mario Ferraro,SJS,D,hi,60,-0.0032,22.0,2.72,2.53
142,Moritz Seider,DET,D,hi,55,-0.0033,20.0,2.32,2.17
143,Nick Seeler,PHI,D,mid,47,-0.0034,30.0,2.36,2.32
144,Hampus Lindholm,BOS,D,mid,47,-0.0034,28.0,2.64,2.54
145,Nick Jensen,OTT,D,lo,48,-0.0034,29.0,2.53,3.38
146,Jake Sanderson,OTT,D,mid,37,-0.0036,27.0,2.15,2.11
147,Zach Whitecloud,VGK,D,hi,49,-0.0037,19.0,2.8,2.61
148,Brett Kulak,EDM,D,hi,55,-0.0038,17.0,2.68,2.32
149,Emil Lilleberg,TBL,D,lo,33,-0.0039,27.0,2.41,2.21
150,Ty Emberson,EDM,D,lo,31,-0.0039,25.0,2.42,2.01
151,Simon Nemec,NJD,D,mid,54,-0.0041,25.0,2.8,3.19
152,Andrew Peeke,BOS,D,mid,44,-0.0042,23.0,2.89,2.46
153,Alexander Petrovic,DAL,D,lo,30,-0.0043,24.0,2.77,2.5
154,Jacob Trouba,ANA,D,hi,75,-0.0044,16.0,2.96,2.88
155,Noah Juulsen,PHI,D,lo,25,-0.0044,22.0,2.51,2.46
156,Ryan Shea,PIT,D,mid,55,-0.0045,22.0,2.82,2.6
157,Pavel Mintyukov,ANA,D,mid,53,-0.0047,20.0,2.99,2.74
158,Vincent Desharnais,SJS,D,lo,27,-0.0049,21.0,2.33,2.2
159,Joel Hanley,CGY,D,lo,32,-0.0049,19.0,2.41,2.24
160,Tyler Kleven,OTT,D,lo,37,-0.0051,17.0,2.18,2.35
161,Denton Mateychuk,CBJ,D,mid,44,-0.0051,19.0,2.62,2.39
162,Jamie Drysdale,PHI,D,hi,58,-0.0051,14.0,2.43,2.32
163,Rasmus Ristolainen,PHI,D,lo,31,-0.0052,16.0,2.34,2.19
164,Donovan Sebrango,FLA,D,lo,32,-0.0052,14.0,2.82,3.21
165,Philippe Myers,TOR,D,lo,26,-0.0052,13.0,2.82,3.33
166,Jared Spurgeon,MIN,D,mid,45,-0.0053,17.0,2.42,1.78
167,Brayden McNabb,VGK,D,mid,54,-0.0054,16.0,2.27,2.36
168,Adam Wilsby,NSH,D,lo,35,-0.0054,11.0,2.67,2.35
169,Lane Hutson,MTL,D,hi,69,-0.0062,12.0,2.58,2.23
170,Dylan Samberg,WPG,D,mid,42,-0.0062,14.0,2.43,2.17
171,Uvis Balinskis,FLA,D,lo,39,-0.0063,10.0,2.62,2.82
172,Nick Leddy,SJS,D,lo,25,-0.0069,8.0,2.84,3.24
173,Logan Stanley,WPG,D,mid,47,-0.0069,12.0,2.9,2.39
174,Luke Hughes,NJD,D,mid,47,-0.007,11.0,2.82,2.4
175,Kevin Bahl,CGY,D,hi,54,-0.007,11.0,3.05,2.61
176,Pierre-Olivier Joseph,VAN,D,lo,25,-0.0071,6.0,2.68,4.15
177,Sean Walker,CAR,D,hi,76,-0.0072,9.0,2.36,2.68
178,Ryan Pulock,NYI,D,mid,40,-0.0078,9.0,2.92,2.1
179,Travis Sanheim,PHI,D,hi,69,-0.0081,8.0,2.36,2.44
180,Will Borgen,NYR,D,mid,41,-0.0088,8.0,2.59,2.33
181,Olen Zellweger,ANA,D,mid,46,-0.009,6.0,2.92,2.76
182,Noah Hanifin,VGK,D,hi,65,-0.0095,6.0,2.24,2.45
183,Alexander Nikishin,CAR,D,mid,48,-0.0096,5.0,2.62,2.12
184,Shakir Mukhamadullin,SJS,D,lo,37,-0.0096,5.0,2.66,2.57
185,Erik Karlsson,PIT,D,mid,58,-0.0098,3.0,2.77,2.5
186,Oliver Ekman-Larsson,TOR,D,hi,65,-0.0104,5.0,2.89,3.12
187,Sam Rinzel,CHI,D,lo,34,-0.011,3.0,3.15,2.81
188,Justin Barron,NSH,D,lo,29,-0.0111,2.0,2.61,2.51
189,Vladislav Gavrikov,NYR,D,hi,56,-0.0112,3.0,2.46,2.32
190,Simon Benoit,TOR,D,mid,48,-0.0114,2.0,2.91,2.98
191,Braden Schneider,NYR,D,hi,54,-0.015,2.0,2.71,2.69
