rank,player,team,position,tier,on_ice_ga,rate,pct_in_tier,on_ice_xga60,ga_per60
161,Philippe Myers,TOR,D,lo,26,0.1857,21.0,2.82,3.33
162,Pavel Mintyukov,ANA,D,mid,53,0.1856,16.0,2.99,2.74
163,Lane Hutson,MTL,D,hi,69,0.1854,12.0,2.58,2.23
164,Ty Emberson,EDM,D,lo,31,0.1852,19.0,2.42,2.01
165,Donovan Sebrango,FLA,D,lo,32,0.1852,17.0,2.82,3.21
166,Dylan Samberg,WPG,D,mid,42,0.1848,14.0,2.43,2.17
167,Luke Hughes,NJD,D,mid,47,0.1847,12.0,2.82,2.4
168,Joel Hanley,CGY,D,lo,32,0.1845,16.0,2.41,2.24
169,Tyler Kleven,OTT,D,lo,37,0.1842,14.0,2.18,2.35
170,Will Borgen,NYR,D,mid,41,0.1839,11.0,2.59,2.33
171,Kevin Bahl,CGY,D,hi,54,0.1839,11.0,3.05,2.61
172,Uvis Balinskis,FLA,D,lo,39,0.1839,13.0,2.62,2.82
173,Adam Wilsby,NSH,D,lo,35,0.1837,11.0,2.67,2.35
174,Olen Zellweger,ANA,D,mid,46,0.1833,9.0,2.92,2.76
175,Ryan Pulock,NYI,D,mid,40,0.1833,8.0,2.92,2.1
176,Sean Walker,CAR,D,hi,76,0.1832,9.0,2.36,2.68
177,Travis Sanheim,PHI,D,hi,69,0.1831,8.0,2.36,2.44
178,Alexander Nikishin,CAR,D,mid,48,0.1829,6.0,2.62,2.12
179,Rasmus Ristolainen,PHI,D,lo,31,0.1829,10.0,2.34,2.19
180,Pierre-Olivier Joseph,VAN,D,lo,25,0.1827,8.0,2.68,4.15
181,Denton Mateychuk,CBJ,D,mid,44,0.1821,5.0,2.62,2.39
182,Justin Barron,NSH,D,lo,29,0.1819,6.0,2.61,2.51
183,Sam Rinzel,CHI,D,lo,34,0.1819,5.0,3.15,2.81
184,Noah Hanifin,VGK,D,hi,65,0.1815,6.0,2.24,2.45
185,Erik Karlsson,PIT,D,mid,58,0.1815,3.0,2.77,2.5
186,Nick Leddy,SJS,D,lo,25,0.1814,3.0,2.84,3.24
187,Oliver Ekman-Larsson,TOR,D,hi,65,0.1806,5.0,2.89,3.12
188,Shakir Mukhamadullin,SJS,D,lo,37,0.1802,2.0,2.66,2.57
189,Vladislav Gavrikov,NYR,D,hi,56,0.18,3.0,2.46,2.32
190,Simon Benoit,TOR,D,mid,48,0.1793,2.0,2.91,2.98
191,Braden Schneider,NYR,D,hi,54,0.175,2.0,2.71,2.69
