rank,player,team,position,tier,on_ice_ga,rate,pct_in_tier,on_ice_xga60,ga_per60
118,Kris Letang,PIT,D,hi,65,-0.0013,46.0,2.75,2.71
119,Dmitry Orlov,CAR,D,hi,68,-0.0014,45.0,2.32,2.55
120,Tyler Myers,VAN,D,mid,54,-0.0016,29.0,2.38,2.52
121,Miro Heiskanen,DAL,D,lo,35,-0.0016,50.0,2.47,2.29
122,Jon Merrill,MIN,D,lo,32,-0.0018,48.0,2.26,2.3
123,Joel Hanley,CGY,D,lo,25,-0.0019,47.0,2.2,1.73
124,Calvin de Haan,COL,D,lo,30,-0.002,45.0,2.1,2.87
125,Jaccob Slavin,CAR,D,hi,66,-0.0021,43.0,2.34,2.66
126,Alec Martinez,CHI,D,lo,36,-0.0021,44.0,3.19,3.24
127,Travis Sanheim,PHI,D,hi,84,-0.0023,42.0,2.29,2.96
128,Morgan Rielly,TOR,D,hi,68,-0.0023,40.0,2.57,2.34
129,Parker Wotherspoon,BOS,D,lo,30,-0.0023,42.0,2.24,2.17
130,Mason Lohrei,BOS,D,mid,64,-0.0024,28.0,2.68,3.46
131,Alexandre Carrier,MTL,D,hi,62,-0.0025,39.0,2.74,2.88
132,Rasmus Ristolainen,PHI,D,mid,42,-0.0027,26.0,2.21,2.63
133,Kevin Bahl,CGY,D,mid,55,-0.0028,25.0,2.57,2.55
134,Henry Thrun,SJS,D,lo,48,-0.0028,41.0,3.09,3.35
135,Brian Dumoulin,ANA,D,hi,45,-0.0029,37.0,2.85,2.43
136,Simon Edvinsson,DET,D,hi,47,-0.003,36.0,2.58,2.02
137,Conor Timmins,TOR,D,lo,30,-0.003,39.0,2.52,1.81
138,Ryker Evans,SEA,D,mid,55,-0.0031,24.0,2.48,2.77
139,Mike Matheson,MTL,D,hi,69,-0.0031,34.0,2.93,3.11
140,Noah Dobson,NYI,D,mid,52,-0.0032,22.0,2.34,2.26
141,Luke Hughes,NJD,D,mid,48,-0.0032,21.0,2.52,2.24
142,Egor Zamula,PHI,D,lo,43,-0.0034,38.0,2.06,2.98
143,Mattias Samuelsson,BUF,D,lo,44,-0.0034,36.0,2.72,2.86
144,Alex Pietrangelo,VGK,D,mid,64,-0.0035,19.0,2.63,2.68
145,Mikhail Sergachev,?,D,hi,59,-0.0037,33.0,2.53,2.55
146,Emil Lilleberg,TBL,D,mid,39,-0.0038,18.0,2.47,2.42
147,Lane Hutson,MTL,D,hi,57,-0.0041,31.0,2.81,2.46
148,Owen Power,BUF,D,hi,66,-0.0042,30.0,2.65,3.0
149,Josh Manson,COL,D,lo,38,-0.0043,35.0,2.3,2.8
150,Brayden McNabb,VGK,D,hi,59,-0.0043,28.0,2.22,1.82
151,Mathew Dumba,DAL,D,lo,40,-0.0045,33.0,2.75,2.88
152,Seth Jones,CHI,D,mid,64,-0.0045,16.0,2.89,2.9
153,Pavel Mintyukov,ANA,D,mid,39,-0.0046,15.0,3.07,2.89
154,Brock Faber,MIN,D,hi,46,-0.0046,27.0,2.57,1.94
155,Dylan DeMelo,WPG,D,hi,53,-0.0047,25.0,2.32,1.96
156,Will Borgen,NYR,D,mid,60,-0.0047,13.0,2.82,3.01
157,Brett Pesce,NJD,D,hi,48,-0.0048,24.0,2.32,2.3
158,Roman Josi,NSH,D,lo,49,-0.0048,32.0,2.6,3.12
159,Jan Rutta,SJS,D,lo,34,-0.0048,30.0,2.86,2.63
160,Ryan Pulock,NYI,D,mid,47,-0.0051,12.0,2.68,2.32
161,Arber Xhekaj,MTL,D,lo,37,-0.0052,29.0,2.79,2.62
162,Devon Toews,COL,D,hi,57,-0.0054,22.0,2.37,2.11
163,Dmitry Kulikov,FLA,D,mid,48,-0.0055,10.0,2.25,2.02
164,Brenden Dillon,NJD,D,mid,53,-0.0055,9.0,2.54,2.75
165,Jake Sanderson,OTT,D,hi,53,-0.0055,21.0,2.32,2.51
166,Pierre-Olivier Joseph,PIT,D,lo,39,-0.0055,27.0,2.49,3.51
167,Gustav Forsling,FLA,D,hi,60,-0.0058,19.0,2.34,1.94
168,Jakob Chychrun,WSH,D,mid,48,-0.0059,7.0,2.56,2.27
169,Justin Faulk,STL,D,hi,53,-0.0061,18.0,2.34,1.92
170,Darren Raddysh,TBL,D,mid,39,-0.0062,6.0,2.46,2.1
171,Jonas Brodin,MIN,D,lo,42,-0.0062,26.0,2.16,2.33
172,Oliver Ekman-Larsson,TOR,D,hi,52,-0.0063,16.0,2.55,2.22
173,Evan Bouchard,EDM,D,hi,85,-0.0064,15.0,2.37,2.56
174,Justin Barron,NSH,D,lo,49,-0.0066,24.0,2.48,3.23
175,Jeff Petry,DET,D,lo,28,-0.0066,23.0,2.75,2.4
176,Brady Skjei,NSH,D,hi,71,-0.007,13.0,2.84,3.09
177,Denton Mateychuk,CBJ,D,lo,30,-0.0071,21.0,2.65,2.61
178,Jamie Drysdale,PHI,D,mid,62,-0.0071,4.0,2.51,3.38
179,Jake McCabe,TOR,D,mid,52,-0.0071,3.0,2.33,2.11
180,Dylan Samberg,WPG,D,mid,41,-0.0073,1.0,2.28,2.0
181,Noah Hanifin,VGK,D,hi,71,-0.0078,12.0,2.54,2.75
182,Jayden Struble,MTL,D,lo,26,-0.0078,20.0,2.31,2.43
183,Marcus Pettersson,PIT,D,hi,64,-0.0078,10.0,2.71,3.07
184,Lian Bichsel,DAL,D,lo,25,-0.0081,18.0,2.47,2.67
185,Drew Helleson,ANA,D,lo,29,-0.0082,17.0,3.01,2.29
186,Cale Makar,COL,D,hi,58,-0.0083,9.0,2.4,2.1
187,Radko Gudas,ANA,D,hi,46,-0.0083,7.0,2.83,2.33
188,Wyatt Kaiser,CHI,D,lo,30,-0.0085,15.0,2.71,2.14
189,Jake Christiansen,CBJ,D,lo,26,-0.0085,14.0,2.84,2.39
190,Joshua Mahura,SEA,D,lo,29,-0.0087,12.0,2.45,2.03
191,Bowen Byram,BUF,D,hi,57,-0.0089,6.0,2.74,2.63
192,Albert Johansson,DET,D,lo,34,-0.0091,11.0,2.56,2.4
193,Zach Werenski,CBJ,D,hi,65,-0.0093,4.0,2.58,2.26
194,Michael Kesselring,?,D,hi,38,-0.0093,3.0,2.33,1.7
195,Mikey Anderson,LAK,D,hi,45,-0.0099,1.0,2.0,1.47
196,Tony DeAngelo,NYI,D,lo,27,-0.01,9.0,2.95,2.76
197,Dougie Hamilton,NJD,D,lo,40,-0.0122,8.0,2.68,2.51
198,Jonas Siegenthaler,NJD,D,lo,26,-0.0131,6.0,1.95,1.56
199,Henri Jokiharju,BUF,D,lo,30,-0.0131,5.0,2.58,2.23
200,Jake Bean,CGY,D,lo,26,-0.0135,3.0,2.48,1.82
201,Ryan Shea,PIT,D,lo,25,-0.0186,2.0,2.35,2.79
