rank,player,team,position,tier,on_ice_ga,rate,pct_in_tier,on_ice_xga60,ga_per60
73,Nikita Kucherov,TBL,F,hi,49,0.0084,79.0,2.61,2.33
74,Phillip Danault,LAK,F,hi,33,0.0082,78.0,2.18,1.92
75,Frank Nazar,CHI,F,lo,28,0.008,78.0,3.03,2.92
76,Mason Appleton,WPG,F,mid,29,0.0079,79.0,2.51,1.81
77,Patrick Maroon,CHI,F,lo,32,0.0078,77.0,3.19,2.79
78,Jordan Eberle,SEA,F,lo,27,0.0078,77.0,2.71,3.0
79,Nick Suzuki,MTL,F,hi,50,0.0077,77.0,2.96,2.47
80,Jesper Bratt,NJD,F,hi,53,0.0077,76.0,2.58,2.67
81,James van Riemsdyk,CBJ,F,lo,41,0.0072,76.0,2.73,3.29
82,Jesperi Kotkaniemi,CAR,F,mid,41,0.0072,78.0,2.41,2.35
83,Jaden Schwartz,SEA,F,hi,55,0.0069,75.0,2.75,2.94
84,Travis Konecny,PHI,F,hi,60,0.0067,74.0,2.54,2.81
85,Jakub Lauko,MIN,F,lo,25,0.0065,75.0,2.4,2.99
86,Gage Goncalves,TBL,F,lo,27,0.0064,74.0,2.42,2.15
87,Mathieu Olivier,CBJ,F,hi,44,0.0062,73.0,2.58,2.72
88,Jake Neighbours,STL,F,hi,50,0.0061,72.0,2.6,2.32
89,Jonathan Huberdeau,CGY,F,hi,51,0.0061,71.0,2.59,2.65
90,William Nylander,TOR,F,hi,52,0.0061,71.0,2.71,1.96
91,Mitch Marner,TOR,F,hi,55,0.0059,70.0,2.53,2.18
92,Morgan Frost,PHI,F,mid,43,0.0059,77.0,2.21,2.68
93,Nikolai Kovalenko,COL,F,lo,34,0.0058,73.0,2.66,3.09
94,Kiefer Sherwood,VAN,F,mid,44,0.0053,76.0,2.43,2.93
95,Conor Geekie,TBL,F,lo,26,0.0048,72.0,2.36,2.52
96,Evgeni Malkin,PIT,F,mid,42,0.0047,75.0,2.91,2.75
97,Cole Sillinger,CBJ,F,lo,48,0.0047,71.0,2.84,3.16
98,Adrian Kempe,LAK,F,hi,45,0.0047,69.0,2.35,1.77
99,Luke Evangelista,NSH,F,lo,29,0.0047,70.0,2.32,2.3
100,Blake Coleman,CGY,F,hi,46,0.0046,68.0,2.49,2.16
101,Dylan Cozens,BUF,F,hi,51,0.0044,67.0,2.94,3.11
102,Roope Hintz,DAL,F,lo,39,0.0044,69.0,2.74,2.18
103,Yanni Gourde,SEA,F,lo,35,0.0043,68.0,2.35,2.57
104,Keegan Kolesar,VGK,F,mid,41,0.0043,74.0,2.41,2.35
105,Drew O'Connor,PIT,F,mid,45,0.0042,73.0,2.62,2.88
106,Jake Evans,MTL,F,mid,40,0.0041,73.0,2.59,2.77
107,Brandon Duhaime,WSH,F,lo,35,0.0038,68.0,2.28,2.09
108,Nicholas Robertson,TOR,F,lo,27,0.0038,67.0,2.4,2.18
109,Mackie Samoskevich,FLA,F,lo,28,0.0037,66.0,2.17,2.16
110,Troy Terry,ANA,F,hi,41,0.0037,66.0,3.09,2.41
111,Aleksander Barkov,FLA,F,mid,46,0.0037,72.0,1.96,1.8
112,Ridly Greig,OTT,F,mid,52,0.0036,71.0,2.5,2.98
113,Oliver Bjorkstrand,SEA,F,mid,32,0.0036,70.0,2.34,2.11
114,Sam Reinhart,FLA,F,hi,51,0.0036,65.0,1.86,1.93
115,Mark Scheifele,WPG,F,hi,57,0.0036,64.0,2.59,2.32
116,Eetu Luostarinen,FLA,F,mid,35,0.0033,69.0,2.17,1.63
117,Alexey Toropchenko,STL,F,lo,25,0.0033,65.0,2.11,1.63
118,Teuvo Teravainen,CHI,F,mid,46,0.0032,68.0,2.44,3.0
119,Marcus Johansson,MIN,F,mid,37,0.0032,67.0,2.31,2.17
120,Carter Verhaeghe,FLA,F,hi,59,0.0029,63.0,2.32,2.46
121,Ryan Poehling,PHI,F,lo,36,0.0028,64.0,2.06,2.49
122,Justin Danforth,CBJ,F,lo,29,0.0026,63.0,2.56,2.66
123,Zach Benson,BUF,F,lo,36,0.0026,62.0,2.25,2.64
124,Jordan Kyrou,STL,F,hi,42,0.0026,62.0,2.4,1.82
125,Craig Smith,CHI,F,lo,36,0.0025,61.0,3.2,3.43
126,Charlie Coyle,BOS,F,mid,45,0.0025,66.0,2.49,2.61
127,Cole Smith,NSH,F,lo,30,0.0024,60.0,2.42,2.6
128,Mitchell Chaffee,TBL,F,lo,26,0.0023,59.0,2.76,2.2
129,Clayton Keller,?,F,hi,51,0.0023,62.0,2.47,2.37
130,Kevin Hayes,PIT,F,lo,26,0.0023,59.0,2.45,2.94
131,Josh Anderson,MTL,F,mid,41,0.0023,65.0,2.87,2.61
132,Jackson Blake,CAR,F,lo,31,0.0022,58.0,2.0,1.77
133,Corey Perry,EDM,F,lo,41,0.0021,57.0,2.53,1.96
134,Pierre-Luc Dubois,WSH,F,hi,43,0.0021,61.0,2.44,2.3
135,Kevin Fiala,LAK,F,hi,46,0.0021,60.0,2.08,2.18
136,Evgenii Dadonov,DAL,F,mid,57,0.0021,65.0,2.63,2.81
137,Jonathan Drouin,COL,F,lo,33,0.0019,56.0,2.74,3.17
138,Leon Draisaitl,EDM,F,hi,68,0.0018,59.0,2.4,2.29
139,Alexis Lafrenière,NYR,F,hi,68,0.0017,58.0,2.83,3.21
140,Aliaksei Protas,WSH,F,hi,40,0.0017,57.0,2.57,2.44
141,Nathan MacKinnon,COL,F,hi,54,0.0017,56.0,2.5,2.14
142,Sean Kuraly,CBJ,F,lo,32,0.0016,55.0,2.54,2.41
143,Dawson Mercer,NJD,F,hi,41,0.0016,55.0,2.4,1.89
144,Vladimir Tarasenko,DET,F,mid,42,0.0014,64.0,2.58,2.32
145,Vincent Trocheck,NYR,F,hi,63,0.0014,54.0,2.85,2.78
146,Matt Coronato,CGY,F,hi,33,0.0011,54.0,2.46,1.93
147,Nikolaj Ehlers,WPG,F,lo,27,0.0011,54.0,2.33,1.54
148,Warren Foegele,LAK,F,hi,28,0.0009,53.0,2.06,1.37
149,Jake Guentzel,TBL,F,hi,47,0.0009,52.0,2.61,2.08
150,Connor Zary,CGY,F,lo,26,0.0008,53.0,2.42,1.81
151,Jack Eichel,VGK,F,hi,58,0.0006,51.0,2.61,2.18
152,Kirill Marchenko,CBJ,F,hi,41,0.0006,50.0,2.69,1.93
153,Mark Stone,VGK,F,mid,40,0.0005,63.0,2.45,2.18
154,Cutter Gauthier,ANA,F,mid,33,0.0005,62.0,2.99,2.3
155,Noah Gregor,OTT,F,lo,27,0.0005,52.0,2.5,3.31
156,Justin Brazeau,BOS,F,lo,25,0.0005,51.0,2.57,1.95
157,Mikael Backlund,CGY,F,mid,34,0.0004,61.0,2.44,1.62
158,Eeli Tolvanen,SEA,F,mid,35,0.0003,60.0,2.55,2.17
159,Dylan Guenther,?,F,lo,29,0.0003,50.0,2.56,2.14
160,Trent Frederic,BOS,F,lo,29,0.0002,50.0,2.55,2.56
161,Pavel Zacha,BOS,F,hi,51,0.0002,49.0,2.56,2.74
162,Casey Mittelstadt,COL,F,hi,61,0.0002,48.0,2.66,3.07
163,Alex Newhook,MTL,F,hi,53,0.0002,47.0,2.88,3.35
164,Nick Schmaltz,?,F,hi,50,0.0002,46.0,2.5,2.53
165,Ryan Nugent-Hopkins,EDM,F,mid,46,0.0002,59.0,2.3,2.48
166,Adam Fantilli,CBJ,F,hi,49,0.0002,46.0,2.94,2.55
167,Barclay Goodrow,SJS,F,lo,51,0.0001,49.0,2.93,3.59
168,Josh Norris,OTT,F,lo,30,-0.0002,48.0,2.58,2.94
169,Anthony Cirelli,TBL,F,hi,35,-0.0003,45.0,2.14,2.16
170,Brock Nelson,NYI,F,hi,43,-0.0004,44.0,2.64,2.13
171,Nick Foligno,CHI,F,mid,45,-0.0004,58.0,2.68,3.23
172,Jonathan Marchessault,NSH,F,hi,51,-0.0004,43.0,2.61,2.75
173,Reilly Smith,NYR,F,mid,46,-0.0004,58.0,2.59,2.57
174,Taylor Hall,CAR,F,mid,54,-0.0006,57.0,2.85,2.95
175,Shane Wright,SEA,F,lo,37,-0.001,47.0,2.74,2.62
176,Jason Dickinson,CHI,F,lo,34,-0.001,46.0,2.5,2.91
177,Alex Iafallo,WPG,F,lo,25,-0.0011,45.0,2.05,1.4
178,Tanner Pearson,VGK,F,lo,36,-0.0011,44.0,2.83,2.19
179,Vladislav Namestnikov,WPG,F,mid,32,-0.0011,56.0,2.36,1.65
180,Jason Robertson,DAL,F,hi,51,-0.0012,42.0,2.6,2.55
181,Marco Kasper,DET,F,mid,39,-0.0012,55.0,2.49,2.02
182,Lawson Crouse,?,F,mid,30,-0.0012,54.0,2.22,1.91
183,Viktor Arvidsson,EDM,F,lo,44,-0.0013,43.0,2.4,2.52
184,Joel Farabee,PHI,F,mid,42,-0.0013,53.0,2.42,2.58
185,Andrei Kuzmenko,CGY,F,lo,41,-0.0014,42.0,2.35,2.58
186,Matt Boldy,MIN,F,hi,50,-0.0014,41.0,2.31,2.11
187,Tomas Hertl,VGK,F,mid,48,-0.0015,52.0,2.34,2.78
188,Taylor Raddysh,WSH,F,mid,40,-0.0016,51.0,2.37,2.95
189,Christian Dvorak,MTL,F,mid,40,-0.0017,50.0,2.68,2.67
190,Ilya Mikheyev,CHI,F,mid,52,-0.0017,50.0,2.31,2.92
191,Joe Veleno,DET,F,lo,38,-0.0017,41.0,2.65,3.01
192,Mikko Rantanen,COL,F,hi,68,-0.0019,40.0,2.71,2.38
193,Quinton Byfield,LAK,F,hi,45,-0.002,39.0,2.02,1.95
194,Bobby McMann,TOR,F,mid,37,-0.002,49.0,2.57,2.0
195,Frederick Gaudreau,MIN,F,mid,48,-0.002,48.0,2.28,2.74
196,Jack Roslovic,CAR,F,mid,61,-0.002,47.0,2.79,3.39
197,Alex Ovechkin,WSH,F,lo,42,-0.0021,41.0,3.08,2.48
198,Gabriel Vilardi,WPG,F,mid,45,-0.0022,46.0,2.53,2.17
199,Nico Sturm,SJS,F,lo,27,-0.0022,40.0,2.8,2.35
200,Adam Lowry,WPG,F,mid,26,-0.0023,45.0,2.3,1.36
201,Matt Duchene,DAL,F,hi,55,-0.0024,38.0,2.92,2.6
202,Artemi Panarin,NYR,F,hi,61,-0.0025,38.0,2.75,2.81
203,Valeri Nichushkin,COL,F,lo,28,-0.0025,39.0,2.77,2.38
204,Claude Giroux,OTT,F,mid,43,-0.0025,44.0,2.49,2.38
205,Colton Sissons,NSH,F,lo,38,-0.0025,38.0,2.26,2.9
206,Jake DeBrusk,VAN,F,hi,49,-0.0027,37.0,2.39,2.6
207,Jordan Staal,CAR,F,mid,39,-0.0027,43.0,2.27,2.03
208,Ryan O'Reilly,NSH,F,hi,53,-0.0029,36.0,2.56,2.96
209,Bryan Rust,PIT,F,mid,69,-0.003,42.0,3.19,3.75
210,Noah Cates,PHI,F,mid,35,-0.003,42.0,2.34,2.26
211,Kent Johnson,CBJ,F,lo,44,-0.003,37.0,2.66,2.76
212,Ryan Hartman,MIN,F,lo,32,-0.0031,36.0,2.34,2.12
213,Zachary Aston-Reese,CBJ,F,mid,38,-0.0032,41.0,2.56,2.93
214,Matthew Tkachuk,FLA,F,lo,38,-0.0033,35.0,2.42,2.52
215,Mats Zuccarello,MIN,F,hi,48,-0.0034,35.0,2.49,2.44
216,Cole Caufield,MTL,F,hi,47,-0.0036,34.0,3.09,2.47
217,Kirill Kaprizov,MIN,F,lo,36,-0.0038,34.0,2.13,2.15
218,Kevin Stenlund,?,F,mid,40,-0.0039,40.0,2.39,2.53
219,Fabian Zetterlund,SJS,F,hi,40,-0.0039,33.0,2.93,1.99
220,Marat Khusnutdinov,MIN,F,lo,26,-0.004,33.0,2.29,2.07
221,Alex DeBrincat,DET,F,hi,45,-0.004,32.0,2.63,2.3
222,Tye Kartye,SEA,F,lo,32,-0.004,32.0,2.27,3.65
223,Jean-Gabriel Pageau,NYI,F,mid,36,-0.0041,39.0,2.52,2.13
224,Tyler Toffoli,SJS,F,mid,55,-0.0041,38.0,2.91,3.29
225,Ryan Donato,CHI,F,hi,51,-0.0042,31.0,2.88,2.91
226,Nico Hischier,NJD,F,hi,36,-0.0042,30.0,2.42,2.02
227,Elias Lindholm,BOS,F,mid,36,-0.0042,37.0,2.46,2.19
228,Lars Eller,WSH,F,mid,35,-0.0042,36.0,2.31,2.46
229,Mika Zibanejad,NYR,F,mid,59,-0.0043,35.0,2.78,2.99
230,Brendan Gallagher,MTL,F,mid,43,-0.0043,35.0,2.65,2.61
231,Martin Pospisil,CGY,F,mid,39,-0.0044,34.0,2.52,2.28
232,Steven Stamkos,NSH,F,hi,59,-0.0045,29.0,2.7,3.11
233,Seth Jarvis,CAR,F,mid,45,-0.0045,33.0,2.09,2.38
234,Danton Heinen,VAN,F,lo,36,-0.0045,32.0,2.5,2.43
235,Fedor Svechkov,NSH,F,lo,26,-0.0045,31.0,2.59,3.37
236,Steven Lorentz,TOR,F,lo,25,-0.0046,30.0,2.05,1.62
237,Connor McDavid,EDM,F,hi,77,-0.0048,29.0,2.39,2.92
238,Conor Garland,VAN,F,hi,36,-0.005,28.0,2.17,1.91
239,Trevor Zegras,ANA,F,lo,31,-0.0051,29.0,3.27,2.92
240,Michael Amadio,OTT,F,mid,30,-0.0052,32.0,2.31,1.89
241,Scott Laughton,PHI,F,mid,51,-0.0052,31.0,2.18,2.91
242,Macklin Celebrini,SJS,F,hi,63,-0.0052,27.0,2.88,3.18
243,Filip Chytil,NYR,F,lo,28,-0.0053,28.0,2.83,2.43
244,Ondrej Palat,NJD,F,mid,39,-0.0054,30.0,2.75,2.67
245,Mason McTavish,ANA,F,mid,41,-0.0054,29.0,3.17,2.51
246,Philip Tomasino,PIT,F,lo,26,-0.0055,27.0,2.62,2.65
247,Casey Cizikas,NYI,F,mid,38,-0.0056,28.0,2.39,2.48
248,Will Smith,SJS,F,mid,50,-0.0057,27.0,3.04,3.0
249,Martin Necas,CAR,F,hi,46,-0.0057,26.0,2.55,2.54
250,Tyler Motte,DET,F,lo,25,-0.0058,26.0,2.38,2.84
251,Jamie Benn,DAL,F,mid,54,-0.0058,27.0,2.98,2.56
252,Logan Stankoven,CAR,F,mid,49,-0.0059,26.0,2.67,2.48
253,David Pastrnak,BOS,F,hi,53,-0.0061,25.0,2.53,2.56
254,Jesper Boqvist,FLA,F,lo,43,-0.0063,25.0,2.41,2.7
255,Sam Bennett,FLA,F,mid,58,-0.0063,25.0,2.67,2.85
256,Tom Wilson,WSH,F,hi,44,-0.0064,24.0,2.49,2.6
257,Nino Niederreiter,WPG,F,hi,37,-0.0064,23.0,2.49,1.72
258,Alex Tuch,BUF,F,hi,43,-0.0067,22.0,2.66,2.37
259,Ty Dellandrea,SJS,F,lo,42,-0.0067,24.0,2.85,3.69
260,Erik Haula,NJD,F,lo,40,-0.0068,23.0,2.51,2.59
261,Sam Steel,DAL,F,mid,40,-0.0068,24.0,2.25,2.34
262,Vasily Podkolzin,EDM,F,mid,40,-0.0069,23.0,2.09,2.44
263,Logan O'Connor,COL,F,mid,34,-0.0069,22.0,1.81,2.11
264,Nick Bjugstad,?,F,lo,31,-0.0071,23.0,2.5,2.38
265,Isac Lundeström,ANA,F,lo,34,-0.0071,22.0,2.61,2.54
266,Artturi Lehkonen,COL,F,hi,40,-0.0072,21.0,2.54,2.08
267,Teddy Blueger,VAN,F,mid,41,-0.0072,21.0,2.45,2.6
268,Andrew Mangiapane,WSH,F,mid,30,-0.0072,20.0,2.19,1.75
269,Sean Couturier,PHI,F,hi,52,-0.0076,21.0,2.43,2.81
270,Dylan Strome,WSH,F,hi,51,-0.008,20.0,2.97,2.68
271,Alex Laferriere,LAK,F,hi,36,-0.008,19.0,2.15,1.66
272,Drake Batherson,OTT,F,hi,40,-0.0081,18.0,2.49,2.25
273,Brayden Schenn,STL,F,hi,53,-0.0082,17.0,2.5,2.42
274,Chandler Stephenson,SEA,F,hi,53,-0.0083,16.0,3.03,3.08
275,William Eklund,SJS,F,hi,55,-0.0084,15.0,2.64,2.82
276,Sebastian Aho,CAR,F,hi,64,-0.0084,14.0,2.46,3.24
277,Pontus Holmberg,TOR,F,lo,26,-0.0087,21.0,2.18,1.46
278,Matias Maccelli,?,F,lo,26,-0.0087,20.0,2.36,2.39
279,Nicolas Roy,VGK,F,lo,45,-0.0089,19.0,2.48,2.27
280,Jack Drury,CAR,F,lo,30,-0.009,18.0,2.31,2.22
281,Nick Paul,TBL,F,hi,34,-0.0091,13.0,2.41,1.74
282,Rickard Rakell,PIT,F,hi,73,-0.0092,12.0,2.74,3.44
283,J.T. Compher,DET,F,mid,33,-0.0094,19.0,2.6,1.9
284,Alexander Wennberg,SJS,F,mid,49,-0.0094,19.0,2.73,2.7
285,Kyle Connor,WPG,F,hi,55,-0.0094,12.0,2.53,2.1
286,Andrei Svechnikov,CAR,F,mid,53,-0.0096,18.0,2.72,2.89
287,Jack Quinn,BUF,F,lo,41,-0.0096,17.0,2.82,3.02
288,Pavel Dorofeyev,VGK,F,hi,52,-0.0097,11.0,2.29,2.49
289,Dylan Larkin,DET,F,hi,60,-0.0097,10.0,2.51,2.83
290,Michael Bunting,PIT,F,mid,39,-0.01,17.0,2.59,2.72
291,Anze Kopitar,LAK,F,hi,49,-0.01,9.0,2.4,2.06
292,Tyler Bertuzzi,CHI,F,hi,48,-0.0102,8.0,2.89,3.27
293,Morgan Geekie,BOS,F,hi,45,-0.0102,7.0,2.47,2.47
294,Tim Stützle,OTT,F,hi,44,-0.0103,6.0,2.27,2.45
295,Anton Lundell,FLA,F,mid,35,-0.0104,16.0,2.13,1.76
296,Carl Grundstrom,SJS,F,lo,33,-0.0105,16.0,2.45,3.67
297,Frank Vatrano,ANA,F,hi,45,-0.0107,5.0,3.2,2.76
298,Parker Kelly,COL,F,lo,29,-0.0108,15.0,1.92,1.92
299,Chris Kreider,NYR,F,lo,31,-0.0109,14.0,2.8,2.37
300,Joel Armia,MTL,F,lo,37,-0.0113,14.0,2.68,2.89
301,Matty Beniers,SEA,F,hi,46,-0.0113,4.0,2.5,2.31
302,Auston Matthews,TOR,F,mid,45,-0.0114,15.0,2.55,2.26
303,Shane Pinto,OTT,F,mid,41,-0.0116,14.0,2.35,2.36
304,Dylan Holloway,STL,F,hi,30,-0.0116,4.0,2.16,1.87
305,Noel Acciari,PIT,F,lo,45,-0.0119,13.0,2.45,3.01
306,Gustav Nyquist,NSH,F,mid,48,-0.0119,13.0,2.54,2.78
307,Brayden Point,TBL,F,hi,51,-0.0122,3.0,2.81,2.4
308,Nic Dowd,WSH,F,mid,40,-0.0123,12.0,2.28,2.24
309,Kyle Palmieri,NYI,F,hi,56,-0.0124,2.0,2.81,2.82
310,Dakota Joshua,VAN,F,lo,27,-0.0128,12.0,2.44,2.43
311,Owen Tippett,PHI,F,mid,47,-0.0131,12.0,2.21,2.81
312,Leo Carlsson,ANA,F,mid,31,-0.0138,11.0,2.81,2.02
313,Kasperi Kapanen,EDM,F,lo,44,-0.0139,11.0,2.42,3.63
314,Barrett Hayton,?,F,mid,38,-0.0141,10.0,2.32,2.22
315,Logan Cooley,?,F,mid,38,-0.0142,9.0,2.59,2.43
316,Trevor Moore,LAK,F,mid,29,-0.0144,8.0,2.29,1.8
317,Bobby Brink,PHI,F,mid,50,-0.0145,7.0,2.24,3.03
318,Mason Marchment,DAL,F,lo,34,-0.0149,10.0,2.94,2.31
319,John Tavares,TOR,F,hi,51,-0.015,1.0,2.7,2.03
320,John Beecher,BOS,F,lo,26,-0.015,9.0,2.32,2.49
321,Sean Monahan,CBJ,F,lo,30,-0.0155,8.0,2.53,2.26
322,Mavrik Bourque,DAL,F,lo,29,-0.0157,7.0,2.38,2.26
323,Peyton Krebs,BUF,F,mid,34,-0.0161,6.0,2.59,2.2
324,Jared McCann,SEA,F,mid,40,-0.0163,5.0,2.63,2.45
325,Kyle MacLean,NYI,F,lo,33,-0.0164,6.0,2.39,2.63
326,Lukas Reichel,CHI,F,lo,31,-0.017,5.0,2.96,2.54
327,Michael Carcone,?,F,lo,25,-0.0171,5.0,2.54,3.13
328,Jeff Skinner,EDM,F,lo,36,-0.0171,4.0,2.67,2.32
329,Robert Thomas,STL,F,mid,50,-0.0177,4.0,2.6,2.21
330,Radek Faksa,STL,F,lo,26,-0.018,3.0,2.13,1.8
331,Brock Boeser,VAN,F,mid,44,-0.0183,4.0,2.58,2.38
332,Simon Holmstrom,NYI,F,mid,35,-0.019,3.0,2.56,2.05
333,Yegor Sharangovich,CGY,F,mid,28,-0.0195,2.0,2.42,1.66
334,Andrew Copp,DET,F,lo,25,-0.0196,2.0,2.57,2.16
335,Marcus Foligno,MIN,F,mid,30,-0.0214,1.0,1.93,1.98
336,Jiri Kulich,BUF,F,lo,35,-0.0217,1.0,2.79,3.02
